HouseholdID	Eth.Iso	Eth.Num
1593	XMM	179
1594	BDW	18
1595	BDW	18
1596	BIN	30
1597	BDW	18
1598	BDW	18
1599	BDW	18
1600	BDW	18
1601	MAK	91
1602	BDW	18
1603	FAK	48
1604	BHW	23
1605	BDW	18
1606	AGF	6
1607	BDW	18
1608	BDW	18
1609	BHW	23
1610	BHW	23
1611	BHW	23
1612	ZRS	184
1613	ZRS	184
1614	BHW	23
1615	BHW	23
1616	BHW	23
1617	BHW	23
1618	BHW	23
1619	BHW	23
1620	UNK	167
1621	ZRS	184
1622	TFT	156
1623	BTD	34
1624	BDW	18
1625	BHW	23
1626	FOR	49
1627	BHW	23
1628	BHW	23
1629	BHW	23
1630	BHW	23
1631	BHW	23
1632	BHW	23
1633	BHW	23
1634	BHW	23
1635	BHW	23
1636	BHW	23
1637	BHW	23
1638	KEI	70
1639	BHW	23
1640	BHW	23
1641	BHW	23
1642	ABS	1
1643	ABS	1
1644	BHW	23
1645	BHW	23
1646	BHW	23
1647	BHW	23
1648	BHW	23
1649	BHW	23
1650	BHW	23
1651	BHW	23
1652	BHW	23
1653	BHW	23
1654	BHW	23
1655	BHW	23
1656	BHW	23
1657	BHW	23
1658	BHW	23
1659	BHW	23
1660	BHW	23
1661	BHW	23
1662	BHW	23
1663	BHW	23
1664	BHW	23
1665	BHW	23
1666	BHW	23
1667	BHW	23
1668	BHW	23
1669	KGB	71
1670	BHW	23
1671	BHW	23
1672	BHW	23
1673	BHW	23
1674	ZRS	184
1675	BHW	23
1676	BHW	23
1677	AOZ	11
1678	BHW	23
1679	BHW	23
1680	BHW	23
1681	GOR	56
1682	BUG	37
1683	BHW	23
1684	BHW	23
1685	BHW	23
1686	TTI	162
1687	KEI	70
1688	BHW	23
1689	TFT	156
1690	BHW	23
1691	SEU	138
1692	ZRS	184
1693	KEI	70
1694	ZRS	184
1695	BHW	23
1696	BHW	23
1697	BHW	23
1698	BHW	23
1699	ABS	1
1700	BHW	23
1701	UNK	167
1702	KGB	71
1703	GEI	51
1704	BUG	37
1705	CIA	43
1706	BHW	23
1707	JAV	66
1708	ABS	1
1709	KAL	69
1710	MLK	104
1711	SDA	136
1712	PTN	128
1713	SLZ	142
1714	BHW	23
1715	SLZ	142
1716	ZRS	184
1717	ABS	1
1718	ZRS	184
1719	ZRS	184
1720	ZRS	184
1721	BHW	23
1722	BHW	23
1723	BHW	23
1724	BHW	23
1725	BHW	23
1726	AOZ	11
1727	BHW	23
1728	BHW	23
1729	BHW	23
1730	BHW	23
1731	BHW	23
1732	BHW	23
1733	BHW	23
1734	BHW	23
1735	CIA	43
1736	RAJ	129
1737	GEI	51
1738	TFT	156
1739	ABS	1
1740	BHP	21
1741	KEI	70
1742	SZP	152
1743	BPZ	33
1744	BHW	23
1745	BHW	23
1746	TTI	162
1747	BHW	23
1748	KEI	70
1749	UNK	167
1750	ABS	1
1751	SLZ	142
1752	TFT	156
1753	SAS	134
1754	UNK	167
1755	SEU	138
1756	SEU	138
1757	MLK	104
1758	ABS	1
1759	MXN	112
1760	MXN	112
1761	MXN	112
1762	NTT	124
1763	MXN	112
1764	MXO	115
1765	MXN	112
1766	BHW	23
1767	AOZ	11
1768	TFT	156
1769	MXN	112
1770	MXN	112
1771	MXN	112
1772	MXN	112
1773	ABS	1
1774	MXN	112
1775	MXN	112
1776	MXN	112
1777	BUG	37
1778	MXN	112
1779	ZRS	184
1780	BHW	23
1781	MXN	112
1782	BHW	23
1783	MXN	112
1784	ASI	13
1785	MXN	112
1786	TFT	156
1787	BUG	37
1788	TFT	156
1789	GES	52
1790	BHW	23
1791	BUG-PTT	41
1792	BHW	23
1793	BHW	23
1794	BUG	37
1795	BHW	23
1796	ABS	1
1797	SWU	150
1798	BUG	37
1799	TFT	156
1800	BHW	23
1801	ABS	1
1802	MXN	112
1803	BHW	23
1804	MXN	112
1805	BUG	37
1806	BUG-MAK	39
1807	BUG	37
1808	BUG	37
1809	MAK	91
1810	BUG	37
1811	BUG	37
1812	BHW	23
1813	BHW	23
1814	BHW	23
1815	BHW	23
1816	BHW	23
1817	BHW	23
1818	TLB	157
1819	KEI	70
1820	BHW	23
1821	BTW	36
1822	BHW	23
1823	BHW	23
1824	BHW	23
1825	BHW	23
1826	SEU	138
1827	BTW	36
1828	BHW	23
1829	BTW	36
1830	BHW	23
1831	BTW	36
1832	BHW	23
1833	BTW	36
1834	CIA	43
1835	BHW	23
1836	BHW	23
1837	BHW	23
1838	BHW	23
1839	SLZ	142
1840	SLZ	142
1841	BHW	23
1842	BHW	23
1843	BHW	23
1844	BHW	23
1845	BHW	23
1846	BHW	23
1847	BHW	23
1848	BHW	23
1849	BHW	23
1850	MAL	92
1851	CIA	43
1852	CIA	43
1853	KGV	74
1854	IHP	59
1855	BDW	18
1856	BHP	21
1857	GES	52
1858	BND	32
1859	GES	52
1860	KUV	81
1861	BHW	23
1862	BHW	23
1863	BHW	23
1864	SZP	152
1865	BHW	23
1866	SLZ	142
1867	TEP	155
1868	BHW	23
1869	BHW	23
1870	SLZ	142
1871	WRP	175
1872	BHW-SLZ	26
1873	UNK	167
1874	MXN	112
1875	BDW	18
1876	KGV	74
1877	BHW-SLZ	26
1878	BHP-TLD	22
1879	BHP-TLD	22
1880	BHW	23
1881	BTD	34
1882	TLB	157
1883	BHW	23
1884	BHW	23
1885	NA	116
1886	SLZ	142
1887	KEI	70
1888	SLZ	142
1889	BHW-SLZ	26
1890	BHW	23
1891	BHW	23
1892	BHW	23
1893	BHW	23
1894	BHW	23
1895	BHW	23
1896	MAK	91
1897	SDA	136
1898	AOZ	11
1899	BHW	23
1900	BHW	23
1901	BHW	23
1902	BHW	23
1903	BHW	23
1904	BHW	23
1905	BHW	23
1906	TFT	156
1907	BHW	23
1908	BHW	23
1909	BHW	23
1910	BHW	23
1911	BHW	23
1912	KEI	70
1913	BHW	23
1914	BHW	23
1915	BHW	23
1916	BHW	23
1917	BHW	23
1918	CIA	43
1919	CIA	43
1920	BHW	23
1921	BTW	36
1922	BHW	23
1923	BHW	23
1924	BHW	23
1925	BHW	23
1926	BHW	23
1927	BTW	36
1928	BHW	23
1929	BHW	23
1930	BHW	23
1931	BTW	36
1932	TEP	155
1933	UNK	167
1934	MXN	112
1935	TEP	155
1936	TEP	155
1937	TEP	155
1938	TEP	155
1939	BHW	23
1940	TEP	155
1941	BHW	23
1942	TEP	155
1943	TEP	155
1944	MXN	112
1945	TEP	155
1946	MXN	112
1947	TEP	155
1948	TEP	155
1949	WLI	172
1950	TEP	155
1951	SLZ	142
1952	ZRS	184
1953	CIA	43
1954	ZRS	184
1955	ZRS	184
1956	ZRS	184
1957	ZRS	184
1958	ZRS	184
1959	ZRS	184
1960	ZRS	184
1961	ZRS	184
1962	ZRS	184
1963	KEI	70
1964	TEP	155
1965	TEP	155
1966	ABS	1
1967	RAJ	129
1968	TEP	155
1969	KND	79
1970	TEP	155
1971	TEP	155
1972	TEP	155
1973	TEP	155
1974	TEP	155
1975	TEP	155
1976	TEP	155
1977	TEP	155
1978	TEP	155
1979	TLB	157
1980	TEP	155
1981	TEP	155
1982	MXN	112
1983	TEP	155
1984	BHW	23
1985	BHW	23
1986	BHW	23
1987	BHW	23
1988	BHW	23
1989	BHW	23
1990	BHW	23
1991	BHW	23
1992	BHW	23
1993	BHW	23
1994	GES	52
1995	BHW	23
1996	BHW	23
1997	BHW	23
1998	BHW	23
1999	BHW	23
2000	BHW	23
2001	BHW	23
2002	BHW	23
2003	BHW	23
2004	ZRS	184
2005	ZRS	184
2006	UNK	167
2007	UNK	167
2008	ZRS	184
2009	ZRS	184
2010	ZRS	184
2011	ZRS	184
2012	AOZ	11
2013	ZRS	184
2014	ZRS	184
2015	ZRS	184
2016	ZRS	184
2017	CIA	43
2018	ZRS	184
2019	XMM	179
2020	BDW	18
2021	UNK	167
2022	UNK	167
2023	IRX	62
2024	IRX	62
2025	ABS	1
2026	IRX	62
2027	IRX	62
2028	SEU	138
2029	ZRS	184
2030	BHW	23
2031	BHW	23
2032	BHW	23
2033	BHW	23
2034	BHW	23
2035	BHW	23
2036	BHW	23
2037	BHW	23
2038	BHW	23
2039	BHW	23
2040	BHW	23
2041	BHW	23
2042	BHW	23
2043	BHW	23
2044	BHW	23
2045	BHW	23
2046	TFT	156
2047	BHW	23
2048	BHW	23
2049	BHW	23
2050	BHW	23
2051	BHW	23
2052	BHW	23
2053	BHW	23
2054	BHW	23
2055	BHW	23
2056	BHW	23
2057	BHW	23
2058	ZRS	184
2059	ZRS	184
2060	ZRS	184
2061	MAL	92
2062	ZRS	184
2063	ZRS	184
2064	ZRS	184
2065	ZRS	184
2066	BDW	18
2067	GES	52
2068	ASI	13
2069	BDW	18
2070	ASI	13
2071	IRX	62
2072	CIA	43
2073	GES	52
2074	JAV	66
2075	BUG	37
2076	ABS	1
2077	UNK	167
2078	KEI	70
2079	IRX	62
2080	JAV	66
2081	UNK	167
2082	ABS	1
2083	IRX	62
2084	ASI	13
2085	ASI	13
2086	IRH	61
2087	UNK	167
2088	CIA	43
2089	FOR-GES	50
2090	ASI	13
2091	ZRS	184
2092	ZRS	184
2093	ZRS	184
2094	BHW-FKF	25
2095	ZRS	184
2096	UNK	167
2097	XMM	179
2098	ASI	13
2099	SLY	141
2100	ASI	13
2101	KWI	84
2102	NTT	124
2103	KWI	84
2104	KWI	84
2105	SDA	136
2106	KGQ	73
2107	MAK	91
2108	KWI	84
2109	KWI	84
2110	KUV	81
2111	ZRS	184
2112	JAV	66
2113	KWI	84
2114	CIA	43
2115	KWH	82
2116	ZRS	184
2117	KEI	70
2118	ZRS	184
2119	ZRS	184
2120	ZRS	184
2121	ZRS	184
2122	ZRS	184
2123	ZRS	184
2124	ZRS	184
2125	SDA	136
2126	ZRS	184
2127	KWI	84
2128	KWI	84
2129	KWI	84
2130	KWI	84
2131	KWI	84
2132	BDW	18
2133	KWI	84
2134	ABS-ALO	2
2135	GES	52
2136	CIA	43
2137	KEI	70
2138	ZRS	184
2139	ASI	13
2140	GES	52
2141	ASI	13
2142	GES	52
2143	NTT	124
2144	GES	52
2145	GES	52
2146	MLK	104
2147	BDW	18
2148	MAL	92
2149	KEI	70
2150	KWI	84
2151	CIA	43
2152	KWI	84
2153	KWI	84
2154	CIA	43
2155	KEI	70
2156	KWI	84
2157	MAL	92
2158	KWI	84
2159	KUV	81
2160	BHW	23
2161	KWI	84
2162	AGF	6
2163	ZRS	184
2164	ZRS	184
2165	KGQ	73
2166	ZRS	184
2167	KEI	70
2168	MAK	91
2169	KPS	80
2170	UNK	167
2171	KWI	84
2172	CIA	43
2173	ZRS	184
2174	UNK	167
2175	KWI	84
2176	ABS-SEU 	3
2177	ZRS	184
2178	KWI	84
2179	ZRS	184
2180	GES	52
2181	KWI	84
2182	KWI	84
2183	KGQ	73
2184	KWI	84
2185	KWI	84
2186	BHW-FKF	25
2187	KWI	84
2188	ZRS	184
2189	MLK	104
2190	KWI	84
2191	CIA	43
2192	KWI	84
2193	KWI	84
2194	KWI	84
2195	KWI	84
2196	KWI	84
2197	PAN	126
2198	UNK	167
2199	KEI	70
2200	MNU	106
2201	ZRS	184
2202	KGQ	73
2203	KGQ	73
2204	PAN	126
2205	ABS	1
2206	MAL	92
2207	CIA	43
2208	ZRS	184
2209	SOR	145
2210	KWI	84
2211	KEI	70
2212	KWH-ZRS	83
2213	ZRS	184
2214	ZRS	184
2215	KEI	70
2216	ZRS	184
2217	KEI	70
2218	MAL	92
2219	CIA	43
2220	CIA	43
2221	TFT	156
2222	KWI	84
2223	CIA	43
2224	KWI	84
2225	TFT	156
2226	GES	52
2227	KWI	84
2228	IRH	61
2229	KWI	84
2230	KWI	84
2231	BIN	30
2232	MNU	106
2233	CIA	43
2234	ZRS	184
2235	BND	32
2236	KWI	84
2237	MAK	91
2238	BUG	37
2239	MAY	93
2240	AGF	6
2241	KWI	84
2242	ABS	1
2243	KWI	84
2244	ZRS	184
2245	MAD	90
2246	KEI	70
2247	MLK	104
2248	KGQ	73
2249	KWI	84
2250	KWI	84
2251	XDY	178
2252	BHP	21
2253	TFT	156
2254	KWI	84
2255	ZRS	184
2256	KGQ	73
2257	KEI	70
2258	ZRS	184
2259	UNK	167
2260	ZRS	184
2261	AGF	6
2262	CIA	43
2263	KGV	74
2264	GES	52
2265	JAV	66
2266	KEI	70
2267	MAL	92
2268	KGV	74
2269	KGV	74
2270	GES	52
2271	BUG	37
2272	ABS	1
2273	GES	52
2274	SUL	147
2275	TFT	156
2276	KGV	74
2277	UNK	167
2278	BUG	37
2279	KEI	70
2280	TFT	156
2281	ABS	1
2282	GES	52
2283	GES	52
2284	CIA	43
2285	ABS	1
2286	GES	52
2287	KAL	69
2288	TFT	156
2289	CIA	43
2290	GES	52
2291	CIA	43
2292	CIA	43
2293	MLK	104
2294	CIA	43
2295	GES	52
2296	KGV	74
2297	MAL	92
2298	GES	52
2299	SZP	152
2300	GES	52
2301	ABS	1
2302	KEI	70
2303	GES	52
2304	ASI	13
2305	BHW	23
2306	ASI	13
2307	SZP	152
2308	FAK	48
2309	BDW	18
2310	JAV	66
2311	HEG	58
2312	BDW	18
2313	BDW	18
2314	BDW	18
2315	GES	52
2316	BDW	18
2317	MAL	92
2318	FAK	48
2319	GES	52
2320	KGV	74
2321	KEI	70
2322	CIA	43
2323	BDW	18
2324	ASI	13
2325	UNK	167
2326	ASI	13
2327	UNK	167
2328	ASI	13
2329	ASI	13
2330	ASI	13
2331	ASI	13
2332	ASI	13
2333	NK	121
2334	SDA	136
2335	CIA	43
2336	KEI	70
2337	MNU	106
2338	BDW	18
2339	MAL	92
2340	FOR	49
2341	SEU	138
2342	MIM	101
2343	TVO	164
2344	CIA	43
2345	KEI	70
2346	JAV	66
2347	KWI	84
2348	MNU	106
2349	BHW	23
2350	KEI	70
2351	BND	32
2352	XMM	179
2353	NAP	118
2354	MNU	106
2355	KEI	70
2356	MIM	101
2357	IRE	60
2358	BHW	23
2359	EKG	46
2360	MLK	104
2361	KGV	74
2362	GES	52
2363	JAV	66
2364	ABS	1
2365	TFT	156
2366	JAV	66
2367	FAK	48
2368	CIA	43
2369	ABS	1
2370	GES	52
2371	ZRS	184
2372	ZRS	184
2373	ZRS	184
2374	BDW	18
2375	KGQ	73
2376	ZRS	184
2377	ZRS	184
2378	GES	52
2379	ZRS	184
2380	ZRS	184
2381	AYZ	16
2382	KWI	84
2383	ZRS	184
2384	ZRS	184
2385	GES	52
2386	ZRS	184
2387	ZRS	184
2388	ZRS	184
2389	KWI	84
2390	GES	52
2391	BUG	37
2392	IRH	61
2393	BHW	23
2394	BHW	23
2395	BHW	23
2396	BHW	23
2397	BHW	23
2398	BHW	23
2399	BHW	23
2400	BHW	23
2401	BHW	23
2402	BHW	23
2403	BHW	23
2404	BHW	23
2405	BHW	23
2406	BHW	23
2407	BHW	23
2408	BHW	23
2409	BHW	23
2410	BHW	23
2411	BHW	23
2412	BHW	23
2413	BHW	23
2414	BHW	23
2415	BHW	23
2416	BHW	23
2417	BHW	23
2418	BHW	23
2419	BHW	23
2420	BTD	34
2421	SDA	136
2422	BHW	23
2423	ABS	1
2424	BHW	23
2425	TTI	162
2426	BHW	23
2427	BHW	23
2428	BDW	18
2429	BUG	37
2430	BDW	18
2431	BDW	18
2432	BUG	37
2433	MAL	92
2434	BHW	23
2435	BHW	23
2436	BHW	23
2437	BHW	23
2439	MAD	90
2440	SLZ	142
2441	LCC-SLZ	87
2442	SLZ	142
2443	SLZ	142
2444	SLZ	142
2445	SLZ	142
2446	SLZ	142
2447	SLZ	142
2448	LCC-SLZ	87
2449	LCC-SLZ	87
2450	SLZ	142
2451	SLZ	142
2452	LCC-SLZ	87
2453	TLB	157
2455	MXN	112
2456	SLZ-WGO	143
2457	SLZ	142
2458	LBW	85
2459	LCC-SLZ	87
2460	SLZ	142
2461	JAV	66
2462	SLZ	142
2463	SLZ	142
2464	TFT	156
2465	TFT	156
2466	GES	52
2467	SLZ	142
2468	SLZ	142
2469	SLZ	142
2470	SLZ	142
2471	MXN	112
2472	SLZ	142
2473	BHW	23
2474	SLZ-WGO	143
2475	SLZ-WGO	143
2476	SLZ	142
2477	SLZ-WGO	143
2478	SLZ-WGO	143
2479	SLZ-WGO	143
2480	SLZ-WGO	143
2481	SLZ-WGO	143
2482	SLZ	142
2483	SLZ	142
2484	SLZ	142
2485	SLZ	142
2486	MER	95
2487	SLZ	142
2488	SLZ-WGO	143
2489	SLZ-WGO	143
2490	SLZ-WGO	143
2491	SLZ	142
2492	SLZ-WGO	143
2493	SLZ	142
2494	BHW	23
2495	RJA	130
2496	SLZ-WGO	143
2497	BHW	23
2498	SLZ	142
2499	SLZ	142
2500	SLZ	142
2501	SLZ	142
2502	SLZ	142
2503	SLZ	142
2504	SLZ	142
2505	BHW	23
2506	SLZ	142
2507	TFT	156
2508	BHW	23
2509	SLZ	142
2510	SLZ-WGO	143
2511	SLZ	142
2512	SLZ	142
2513	BHW	23
2514	SLZ	142
2515	SLZ-WGO	143
2516	SLZ	142
2517	SLZ-WGO	143
2518	BHW	23
2519	AOZ	11
2520	SLZ	142
2521	SLZ	142
2522	KEI	70
2523	SLZ-WGO	143
2524	SLZ	142
2525	SLZ	142
2526	SLZ	142
2527	SLZ	142
2528	SLZ	142
2529	SLZ	142
2530	SLZ	142
2531	SLZ	142
2532	BHW	23
2533	SLZ-WGO	143
2534	SLZ	142
2535	SLZ	142
2536	ABS	1
2537	ABS	1
2538	BHW	23
2539	SLZ-WGO	143
2540	SLZ-WGO	143
2541	SLZ-WGO	143
2542	SLZ-WGO	143
2543	SLZ-WGO	143
2544	SLZ-WGO	143
2545	TFT	156
2546	SLZ-WGO	143
2547	SLZ	142
2548	BHW	23
2549	BHW	23
2550	SLZ-WGO	143
2551	BHW	23
2552	SLZ-WGO	143
2553	BHW	23
2554	SLZ	142
2555	KEI	70
2556	GOR	56
2557	SLZ	142
2558	TLB	157
2559	SLZ	142
2560	SLZ	142
2561	SLZ	142
2562	SUL	147
2563	SLZ	142
2564	XOD	181
2565	SLZ	142
2566	SLZ	142
2567	SLZ	142
2568	SLZ	142
2569	SDA	136
2570	BHW	23
2571	BHW	23
2572	BHW	23
2573	KEI	70
2574	BHW	23
2575	SLZ	142
2576	MER	95
2577	MAL	92
2578	BHW	23
2579	WRP	175
2580	SLZ	142
2582	SLZ	142
2583	SLZ	142
2584	SLZ	142
2585	SLZ	142
2586	SLZ	142
2587	BHW	23
2588	SLZ	142
2589	SLZ	142
2590	SLZ	142
2591	SLZ	142
2592	SLZ	142
2593	SLZ	142
2594	SLZ-WGO	143
2595	SLZ	142
2596	SLZ-WGO	143
2597	SLZ-WGO	143
2598	SLZ-WGO	143
2599	SLZ-WGO	143
2600	SLZ	142
2601	MAL	92
2602	BHW	23
2603	BHW	23
2604	BHW	23
2605	BHW	23
2606	SLZ	142
2607	SLZ	142
2608	BHW	23
2609	BHW	23
2610	BHW	23
2611	BHW	23
2612	MIS	102
2613	BHW	23
2614	SLZ	142
2615	UNK	167
2616	BHW	23
2617	BHW	23
2618	SEU-WRP	139
2619	SLZ	142
2620	BHW	23
2621	SLZ	142
2622	BHW	23
2623	BHW	23
2624	SLZ	142
2625	SLZ	142
2626	SLZ	142
2627	SLZ	142
2628	SLZ	142
2629	SLZ	142
2630	SLZ-WGO	143
2631	BHW	23
2632	BHW	23
2633	SLZ	142
2634	SLZ-WGO	143
2635	SLZ	142
2636	MAL	92
2637	SDA	136
2638	SDA	136
2639	BHW	23
2640	SET	137
2641	ABS	1
2642	BHW	23
2643	BUG	37
2644	BHW	23
2645	SLZ	142
2646	BHW	23
2647	SEU	138
2648	SLZ	142
2649	SLZ-WGO	143
2650	BHW	23
2651	BUG	37
2652	SLZ	142
2653	SLZ	142
2654	SLZ	142
2655	SLZ	142
2656	SLZ-WGO	143
2657	SLZ-WGO	143
2658	SLZ	142
2659	SLZ	142
2660	SLZ	142
2661	SLZ	142
2662	BHW	23
2663	BHW	23
2664	BHW	23
2665	BHW	23
2666	SLZ	142
2667	BHP	21
2668	ABS	1
2669	BHW	23
2670	CIA	43
2671	BHW	23
2672	BHW	23
2673	SLZ-WGO	143
2674	BHW	23
2675	BHW	23
2676	BHW	23
2677	RAJ	129
2678	BHW	23
2679	BHW	23
2680	BHW	23
2681	BHW	23
2682	BHW	23
2683	BHW	23
2684	BHW	23
2685	TLB	157
2686	BHW	23
2687	BHW	23
2688	BHW	23
2689	BHW	23
2690	BHW	23
2691	WAD	168
2692	BHW	23
2693	BHW	23
2694	BHW	23
2695	BHW	23
2696	SLZ-WGO	143
2697	KAI	68
2698	SLZ	142
2699	SLZ	142
2700	SLZ	142
2701	SLZ-WGO	143
2702	SLZ-WGO	143
2703	SLZ	142
2704	SLZ	142
2705	SLZ-WGO	143
2706	SLZ	142
2707	SLZ-WGO	143
2708	SLZ-WGO	143
2709	SLZ	142
2710	BHW	23
2711	SLZ	142
2712	SLZ	142
2713	SLZ	142
2714	SLZ	142
2715	SLZ-WGO	143
2716	MXN	112
2717	SEU	138
2718	SLZ-WGO	143
2719	SLZ	142
2720	BHW	23
2721	SLZ	142
2722	SLZ-WGO	143
2723	SLZ-WGO	143
2724	SLZ	142
2725	ZRS	184
2726	SLZ	142
2727	SLZ-WGO	143
2728	SLZ	142
2729	SLZ-WGO	143
2730	SLZ-WGO	143
2731	SLZ	142
2732	SLZ-WGO	143
2733	SLZ	142
2734	SLZ	142
2735	SLZ-WGO	143
2736	SLZ	142
2737	SLZ	142
2738	BHW	23
2739	BHP	21
2740	BHW	23
2741	BHW	23
2742	BHW	23
2743	BHW	23
2744	BHW	23
2745	BHW	23
2746	BHW	23
2747	BHW	23
2748	JAU	65
2749	WAD	168
2750	NBN-WAD	120
2751	WAD	168
2752	WAD	168
2753	WAD	168
2754	WAD	168
2756	JAU	65
2757	CIA	43
2758	WAD	168
2759	WUY	177
2760	WUY	177
2761	SLZ	142
2762	BHW	23
2763	SLZ	142
2764	WUY	177
2765	RAJ	129
2766	BHW	23
2767	BHW	23
2768	WUY	177
2769	WUY	177
2770	SLZ	142
2771	ABS	1
2772	WUY	177
2773	UNK	167
2774	SLZ	142
2775	WUY	177
2776	WUY	177
2777	SLZ-WUY	144
2778	SLZ	142
2780	SLZ	142
2781	SEU	138
2782	SLZ	142
2783	SEU	138
2784	SLZ-WGO	143
2785	SLZ	142
2786	SLZ	142
2787	SLZ	142
2788	SLZ	142
2789	BHW	23
2791	SLZ	142
2792	SEU	138
2793	SLZ	142
2794	SLZ	142
2795	SLZ	142
2796	KEI	70
2797	SLZ	142
2798	BHW	23
2799	SLZ	142
2800	CIA	43
2801	SLZ	142
2802	GES	52
2803	BHW	23
2808	WAD	168
2809	WAD	168
2810	BHW	23
2811	WAD	168
2812	WAD	168
2813	WAD	168
2814	WAD	168
2815	WAD	168
2816	WAD	168
2817	WAD	168
2818	MNX	107
2819	WAD	168
2820	MNX	107
2821	TWD	165
2822	ROS	133
2823	CIA	43
2824	ROS	133
2825	ROS	133
2826	TWD	165
2827	WAD	168
2828	WAD	168
2829	BHW	23
2831	UNK	167
2832	WAD	168
2833	BHW	23
2834	WAD	168
2835	UNK	167
2836	WAD	168
2837	TUM	163
2838	WAD	168
2839	UNK	167
2840	GOP	54
2841	GOP	54
2842	GOP	54
2843	GOP	54
2844	GOP	54
2845	GOP	54
2846	GOP	54
2847	UNK	167
2848	UNK	167
2849	GOP	54
2850	UNK	167
2851	ROS	133
2852	WAD	168
2853	UNK	167
2854	ROS	133
2855	UNK	167
2856	UNK	167
2857	MHZ	98
2858	ROS	133
2859	ABS	1
2860	KAL	69
2861	BHP	21
2862	WAD	168
2863	ROS	133
2864	ROS	133
2865	ROS	133
2866	ROS	133
2867	ROS	133
2868	ROS	133
2869	WAD	168
2870	RNN	131
2871	TWD	165
2872	MKW	103
2873	BHW	23
2874	WAD	168
2875	RNN	131
2876	BHW	23
2877	RNN	131
2878	ROS	133
2879	WAD	168
2880	BHW	23
2881	TWD	165
2882	RNN	131
2883	RAJ	129
2884	WAD	168
2885	RAJ	129
2886	BHW	23
2887	WAD	168
2889	WAD	168
2890	WAD	168
2891	FAK	48
2892	WAD	168
2893	WRP	175
2894	MNX	107
2895	MNX	107
2896	MNX	107
2897	MNX	107
2898	MNX	107
2899	MNX	107
2900	MNX	107
2901	MNX	107
2903	MNX	107
2904	MNX	107
2905	WAD	168
2906	BHW	23
2907	WAD	168
2908	BHW	23
2909	ABS	1
2910	WAD	168
2911	SEU	138
2912	WAD	168
2913	WAD	168
2914	CIA	43
2915	TNI	159
2916	UNK	167
2917	BHW	23
2918	BHW	23
2919	BHW	23
2920	BHW	23
2921	BHW	23
2922	BHW	23
2923	BHW	23
2924	BHW	23
2925	BHW	23
2927	BHW	23
2928	BHW	23
2929	BHW	23
2930	BHW	23
2931	BHW	23
2932	BHW	23
2933	BHW	23
2934	BHW	23
2935	BHW	23
2936	BHW	23
2937	BHW	23
2942	BHW	23
2943	BHW	23
2944	BHW	23
2945	BHW	23
2946	BHW	23
2947	SLZ	142
2948	BHW	23
2949	SLZ	142
2950	BHW	23
2951	BHW	23
2952	BHW	23
2953	BHW	23
2954	BHW	23
2955	BHW	23
2956	BHW	23
2957	BHW	23
2958	BHW	23
2959	TLB	157
2960	BHW	23
2961	BHW	23
2962	BHW	23
2963	BHW	23
2964	BHW	23
2965	BHW	23
2966	BHW	23
2967	BHW	23
2968	WGO	171
2969	BHW	23
2970	CIA	43
2971	BHW	23
2972	BHW	23
2973	SLZ	142
2974	BHW	23
2975	BHW	23
2976	BHW	23
2977	BHW	23
2978	BHW	23
2979	BHW	23
2980	BHW	23
2981	BHW	23
2982	BHW	23
2985	SLZ	142
3003	BHW	23
3004	BHW	23
3005	BHW	23
3006	BHW	23
3007	BHW	23
3008	BHW	23
3013	WRP	175
3014	WAD	168
3015	SUP	149
3016	MKW	103
3017	UNK	167
3018	MKW	103
3019	WAD	168
3020	WAD	168
3021	WRP	175
3023	CIA	43
3024	WAD	168
3025	MKW	103
3026	WAD	168
3027	WAD	168
3028	NBN	119
3029	NBN	119
3030	WAD	168
3031	UNK	167
3032	KAI	68
3033	NBN-WAD	120
3034	WAD	168
3035	NBN-WAD	120
3036	WAD	168
3037	WAD	168
3038	DSN-WAD	45
3040	DSN	44
3041	DSN	44
3042	NBN	119
3043	NBN	119
3044	DSN	44
3045	WAD	168
3046	DSN	44
3047	NKS-WAD	122
3048	BHW	23
3049	WAD	168
3050	DSN-WAD	45
3051	DSN-WAD	45
3052	WAD	168
3053	WAD	168
3054	WAD	168
3055	WAD	168
3056	WAD	168
3057	CIA	43
3058	WAD	168
3059	WAD	168
3060	UNK	167
3061	MNU	106
3062	TNI-WAD	160
3063	UNK	167
3064	WAD	168
3065	WAD	168
3066	WAD	168
3067	WAD	168
3068	WAD	168
3069	TNI	159
3070		#N/A
3071	GOP	54
3072	WAD	168
3073	WAD	168
3074	TNI	159
3075	WAD	168
3076	GOP	54
3077	MDC	94
3078	JAV	66
3079	WAD	168
3080	WAD	168
3081	YAP	182
3082	WAD	168
3083	WAD	168
3084	WAD	168
3085	WAD	168
3086	SEU	138
3087	SUM	148
3088	TWD	165
3089	MHZ	98
3090	WAD	168
3091	TNI	159
3092	WAD	168
3093	WAD	168
3094	RNN-WAD	132
3095	WAD	168
3096	WAD	168
3097	MNX	107
3098	MNX	107
3099	MNX	107
3100	MNX	107
3101	MNX	107
3102	MNX	107
3103	MNX	107
3104	MNX	107
3105	MNX	107
3106	MNX	107
3107	WAD	168
3108	WAD	168
3109	WAD	168
3110	HAD	57
3111	RNN-WAD	132
3112	WAD	168
3113	WAD	168
3114	WAD	168
3115	MKW	103
3116	BHW	23
3117	WAD	168
3118	WAD	168
3119	WAD	168
