HouseholdID	MPAID	SettlementID	InterviewYear	YearsResident	TimeMarket	PaternalEthnicity	Religion	PrimaryLivelihood	SecondaryLivelihood	TertiaryLivelihood	FreqFish	FreqSaleFish	PercentIncomeFish	FreqEatFish	PercentProteinFish	MajorFishTechnique	EconomicStatusTrend	AssetCar	AssetTruck	AssetCarTruck	AssetBicycle	AssetMotorcycle	AssetBoatNoMotor	AssetBoatOutboard	AssetBoatInboard	AssetLandlinePhone	AssetCellPhone	AssetPhoneCombined	AssetTV	AssetRadio	AssetStereo	AssetCD	AssetDVD	AssetEntertain	AssetSatellite	AssetGenerator	CookingFuel	FSNotEnough	FSDidNotLast	FSBalancedDiet	FSAdultSkip	FSFreqAdultSkip	FSEatLess	FSHungry	FSChildPortion	FSLowCostFood	FSChildSkip	FSFreqChildSkip	FSNoMealChild	RightsAccess	RightsHarvest	RightsManage	RightsExclude	RightsTransfer	SocialConflict	MarineGroup	OtherGroup	PlaceHappy	PlaceFavourite	PlaceMiss	PlaceBest	PlaceFishHere	PlaceBeMyself	Baseline_t2_pairs
2131	3	81	2012	54	3.5	Koiway	2	3	1	996	5	4	4	5	4	4	3	0	0	0	1	1	0	1	0	2	0	2	1	0	6	0	1	7	1	1	2	3	3	3	0	994	0	0	998	998	998	994	998	1	1	1	1	0	4	0	1	5	5	5	5	5	5	0
2130	3	81	2012	24	4	Koiway	1	1	3	996	4	3	3	4	4	1	3	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	3	0	1	3	1	2	2	1	994	0	0	1	3	0	994	3	1	1	1	1	0	998	1	1	3	4	4	2	4	4	0
2129	3	81	2012	35	3	Koiway	2	1	998	998	994	994	994	994	994	994	3	0	0	0	0	0	0	0	0	2	0	2	0	0	4	1	0	5	0	1	3	2	3	2	0	994	0	0	1	2	1	3	3	1	0	0	0	0	998	0	1	4	4	4	4	4	4	4862
2128	3	81	2012	39	4	Koiway	2	1	3	998	5	3	2	3	4	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	2	2	1	2	0	0	0	2	0	994	3	1	1	1	1	0	998	0	1	3	4	5	4	4	5	4861
2127	3	81	2012	29	2	Koiwai	2	1	998	998	994	994	994	994	994	994	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	3	2	3	2	0	994	0	0	998	998	998	994	998	1	0	0	0	0	4	0	0	998	998	4	4	998	998	0
2126	3	89	2012	50	1	Mayrasi	1	1	3	998	3	1	1	3	4	1	4	0	0	0	0	0	1	0	0	2	0	2	1	0	0	1	0	1	0	1	3	1	1	1	0	994	0	0	0	1	0	994	3	1	1	0	0	0	998	0	0	4	3	4	3	4	4	0
2125	3	89	2012	1	2	Toraja	1	996	7	998	994	994	994	994	994	994	4	0	0	0	0	1	0	0	0	2	0	2	2	1	2	0	1	4	1	1	3	3	3	3	0	994	0	0	0	3	0	994	3	1	0	0	0	0	998	0	1	5	5	5	5	5	5	0
2124	3	89	2012	40	2	Mayrasi	1	1	996	3	3	1	1	3	4	1	3	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	3	3	3	1	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	1	3	3	4	3	3	3	0
2123	3	89	2012	18	1.025	Mayrasi	1	1	996	3	3	1	1	4	4	1	4	0	0	0	0	1	0	1	0	2	0	2	0	0	2	1	0	3	0	0	3	1	2	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0	1	4	5	4	4	4	4	4478
2122	3	89	2012	14	1.5	Mayrasi	1	1	4	3	4	1	1	4	4	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	0	994	1	1	0	1	0	994	3	1	1	1	0	0	998	0	1	4	4	3	4	3	2	4483
2121	3	89	2012	45	2	Mayrasi	1	1	3	998	1	1	1	4	3	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	1	3	0	0	0	3	0	994	3	1	0	0	0	0	998	0	1	3	3	4	997	4	4	0
2120	3	88	2012	37	1	Mayrasi	1	1	3	996	4	4	2	4	4	1	4	0	0	0	0	0	1	1	0	0	0	0	2	0	3	0	1	4	0	0	3	3	2	1	1	2	1	0	1	1	1	2	2	1	1	1	1	0	2	0	1	4	3	4	4	2	3	0
2119	3	88	2012	33	1.75	Mayrasi	1	1	3	998	3	1	1	4	4	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	994	0	0	0	3	0	994	3	1	1	0	1	1	4	0	1	4	4	3	4	4	4	0
2118	3	88	2012	49	0.75	Mayrasi	1	1	3	998	4	1	1	4	4	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	1	4	0	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	998	0	1	4	4	4	4	4	4	0
2117	3	88	2012	7	1.5	Tanimarba	1	3	996	1	4	4	4	4	4	1	4	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	3	2	2	2	0	994	0	0	998	998	998	994	998	1	1	1	1	0	998	0	0	4	4	4	4	4	4	0
2116	3	95	2012	42	2	Mayrasi	1	1	2	998	994	994	994	994	994	994	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	0	994	1	1	0	3	0	994	3	1	0	0	0	0	998	0	0	4	4	3	3	3	3	4419
2115	3	81	2012	26	3	Arab (koiway	2	3	1	996	5	3	4	4	4	4	3	0	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	0	0	1	3	1	2	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	2	0	0	4	4	4	4	4	4	0
2114	3	81	2012	35	2	Boton	2	996	3	996	4	1	1	4	5	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	3	2	0	994	0	0	0	3	0	994	3	1	0	0	0	0	4	0	1	4	4	4	4	4	4	0
2113	3	81	2012	22	3	Koiway	2	1	3	998	2	2	998	3	2	1	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	3	3	1	2	0	994	1	0	0	3	0	994	3	1	1	0	0	0	998	0	1	3	3	5	5	5	4	0
2112	3	81	2012	21	3.5	Jawa	2	996	3	1	4	4	2	4	4	1	2	0	0	0	0	0	2	1	0	0	0	0	1	0	2	0	1	3	1	1	3	3	3	2	0	994	1	0	0	3	0	994	3	1	1	0	0	0	997	0	1	4	4	4	4	4	3	4847
2111	3	81	2012	3	6	Mairasi	2	7	996	998	994	994	994	994	994	994	3	0	0	0	0	0	0	0	0	2	0	2	0	0	2	0	0	2	0	0	2	3	3	2	0	994	1	0	0	3	0	994	3	1	0	0	0	0	3	1	1	2	4	3	4	2	4	0
2110	3	81	2012	10	3	Kur	1	1	3	998	3	1	1	2	4	2	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	1	0	994	0	0	0	1	0	994	3	1	1	0	0	0	4	0	1	3	4	3	2	4	4	0
2109	3	81	2012	35	4	Koiwai	2	3	1	998	4	4	4	5	4	1	3	0	0	0	1	0	1	1	0	1	0	1	1	0	2	1	1	4	1	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	4	0	1	4	4	5	4	4	4	4857
2108	3	81	2012	25	2	Koiwai	2	3	1	998	5	4	4	5	4	1	3	0	0	0	0	0	5	2	0	3	0	3	1	0	3	0	1	4	0	0	3	3	3	2	1	3	1	1	1	3	0	994	3	1	1	0	0	0	4	0	0	4	5	5	4	4	4	4858
2107	3	81	2012	1	4	Makasar	2	7	996	998	994	994	994	994	994	994	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	3	3	2	0	994	0	0	998	998	998	994	998	1	0	0	0	0	997	0	1	4	4	4	4	4	4	0
2106	3	81	2012	35	4	Kamoro	2	3	1	996	4	1	1	4	4	1	4	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	0	3	2	1	2	1	3	1	0	0	2	0	994	3	1	0	0	0	0	998	0	0	5	5	4	4	4	4	4880
2105	3	81	2012	21	4	Toraja	2	3	1	998	4	1	1	4	4	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	2	2	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	4	0	1	4	4	4	4	4	4	4856
2104	3	81	2012	35	4	Koiway	2	996	3	1	4	1	1	5	4	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	1	2	3	1	2	3	0	994	0	0	0	2	0	994	3	1	0	1	1	1	4	0	1	4	4	4	4	4	4	4849
2103	3	81	2012	36	3	Koiway	2	3	1	996	4	1	1	4	4	1	3	0	0	0	0	0	0	2	0	1	0	1	1	0	2	1	1	4	1	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	0	1	1	0	4	0	1	5	5	5	5	5	5	4883
2102	3	81	2012	22	2	NTT	2	3	1	996	4	3	4	4	4	1	2	0	0	0	0	0	0	1	0	1	0	1	1	0	2	0	0	2	1	0	3	2	2	2	1	3	0	0	0	1	0	994	3	1	1	0	0	0	4	1	0	4	5	5	4	5	4	4831
2101	3	81	2012	28	3	Koiway	2	1	3	998	4	1	1	4	4	1	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	3	1	2	2	0	994	0	0	0	3	0	994	3	1	1	0	1	0	4	1	1	5	4	4	4	4	4	4851
2100	3	82	2012	43	3	Sabakor	2	996	1	3	4	1	1	4	4	1	2	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	3	0	0	3	2	2	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	4	0	1	3	3	4	3	4	4	4739
2099	3	82	2012	2	5.5	Selayar	2	1	7	996	994	994	994	994	994	994	3	0	0	0	4	0	0	0	0	3	0	3	1	0	2	1	1	4	0	1	3	1	2	1	1	3	0	0	0	3	0	994	3	1	0	0	0	0	4	0	1	4	4	3	4	4	3	0
2098	3	82	2012	51	3	Sabkor	2	1	998	998	994	994	994	994	994	994	4	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	1	2	0	0	3	2	3	2	0	994	0	0	0	2	0	994	3	1	0	1	1	0	3	0	0	4	4	4	4	4	4	4706
2097	3	82	2012	4	2	Manado	1	1	998	998	994	994	994	994	994	994	3	0	0	0	1	0	0	0	0	0	0	0	1	0	2	1	0	3	0	0	3	3	2	2	0	994	0	0	0	3	0	994	3	1	0	0	0	0	998	0	0	5	5	4	4	3	4	0
2096	3	82	2012	1	1	Fatagar	2	7	3	998	4	1	1	4	4	1	4	0	0	0	2	1	0	0	0	2	0	2	1	0	2	1	1	4	0	1	3	1	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	998	0	1	4	4	4	4	2	4	0
2095	3	88	2012	21	1	Mayrasi	1	1	3	998	5	5	3	5	4	2	3	0	0	0	0	0	1	1	0	2	0	2	1	0	2	0	1	3	0	0	3	1	1	3	1	1	1	0	0	3	1	2	3	1	1	0	0	0	998	0	0	4	4	4	4	4	4	0
2094	3	88	2012	20	1	Baham Mata	1	7	1	4	994	994	994	994	994	994	4	0	0	0	0	0	1	1	0	1	0	1	1	0	2	1	1	4	0	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	998	0	1	4	4	4	4	4	4	0
2093	3	88	2012	5	2	Mayrasi	1	1	4	3	3	3	4	3	4	1	3	0	0	0	0	0	1	1	0	0	0	0	1	0	3	1	1	5	0	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	2	0	1	4	3	4	3	3	3	0
2092	3	88	2012	41	1	Mayrasi	1	1	4	3	4	1	1	4	4	1	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	3	2	3	3	0	994	0	0	0	3	0	994	3	1	1	0	0	0	998	0	1	4	3	4	3	3	4	0
2091	3	88	2012	30	1	Mayrasi	1	1	3	4	4	3	2	4	4	1	4	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	1	3	0	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	4	0	1	4	4	2	4	2	5	3970
2090	3	82	2012	997	3	Kumafa/sabakor	2	3	1	998	4	4	2	4	4	1	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	0	994	0	0	0	2	0	994	3	1	1	0	0	0	998	0	0	3	4	4	4	4	4	0
2089	3	82	2012	39	2	China/seram	2	3	1	998	5	5	4	5	4	4	3	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	3	3	3	2	1	2	0	0	0	3	0	994	3	1	1	0	0	0	4	0	1	4	4	4	4	4	4	0
2088	3	82	2012	15	1.5	Buton	2	7	3	998	4	1	1	4	3	1	4	0	0	0	1	1	0	0	0	2	0	2	1	0	2	1	1	4	1	0	2	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	2	0	1	4	4	4	5	4	4	0
2087	3	82	2012	36	2	Mandewana	2	1	3	996	3	2	3	2	3	1	3	0	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	3	1	1	2	0	994	1	0	1	2	0	994	3	1	1	0	0	0	998	0	0	3	4	3	4	3	3	4728
2086	3	82	2012	5	2	Irarutu	1	996	998	998	994	994	994	994	994	994	4	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	3	1	2	1	0	994	0	0	0	3	0	994	3	1	0	0	0	0	4	0	1	4	4	4	4	2	4	0
2085	3	82	2012	13	2	Sabakor	1	996	3	998	3	1	1	2	2	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	1	5	0	0	3	3	1	2	1	2	0	0	1	1	0	994	3	1	1	0	0	0	997	0	0	3	5	3	3	2	3	4708
2084	3	82	2012	31	2	Sabakor	2	1	998	998	994	994	994	994	994	994	2	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	3	2	2	2	0	994	0	0	998	998	998	994	998	1	0	0	0	0	4	0	0	3	4	4	4	4	4	4713
2083	3	82	2012	7	3	Kambrauw/Uburauw	1	996	996	998	994	994	994	994	994	994	3	0	0	0	0	0	0	0	0	2	0	2	1	0	1	1	1	3	1	0	3	1	1	2	0	994	0	0	0	3	0	994	3	1	0	0	0	0	998	0	1	3	3	3	3	3	2	0
2082	3	82	2012	25	3	Ambon	2	3	1	996	5	3	4	5	4	2	3	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	3	2	2	2	0	994	0	0	0	3	0	994	0	1	1	0	0	0	2	0	0	5	5	4	4	4	4	0
2081	3	82	2012	58	2	Mandewana	2	3	996	1	5	4	3	5	4	2	2	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	0	3	1	2	2	0	994	0	0	0	2	0	994	0	1	1	0	1	0	4	0	1	4	4	4	4	4	4	0
2080	3	82	2012	6	3	Jawa Timur	2	1	996	998	994	994	994	994	994	994	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	994	0	0	0	3	0	994	3	1	0	0	0	0	998	0	0	4	4	4	4	4	4	4707
2079	3	82	2012	61	3	Kambrauw	2	1	3	998	1	1	1	4	4	1	2	0	0	0	0	0	0	2	0	1	0	1	1	0	2	0	1	3	0	0	3	2	3	3	0	994	0	0	0	3	0	994	3	1	1	0	0	0	998	0	1	2	4	4	4	4	3	0
2078	3	82	2012	1	2.375	Key	2	996	998	998	994	994	994	994	994	994	4	0	0	0	0	1	1	0	0	3	0	3	1	0	2	0	0	2	1	0	2	2	3	2	0	994	0	0	998	998	998	994	998	1	0	0	0	0	998	0	0	3	3	3	3	3	3	0
2077	3	82	2012	40	1	Medewana	2	3	1	998	4	1	1	4	4	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	1	1	2	0	994	0	0	0	3	0	994	0	1	1	0	0	0	4	0	1	3	3	4	4	4	4	0
2076	3	82	2012	2	2	Ambon	2	7	998	998	994	994	994	994	994	994	3	0	0	0	1	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	2	3	3	2	0	994	0	0	998	998	998	994	998	1	0	0	0	0	998	0	1	4	4	4	3	2	4	0
2075	3	82	2012	1	3	Bugis	2	1	998	998	994	994	994	994	994	994	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	2	0	994	0	0	0	3	0	994	3	1	0	995	0	0	998	0	0	4	3	3	3	3	3	4716
2074	3	82	2012	1	2	Jawa Timur	2	1	996	998	994	994	994	994	994	994	4	0	0	0	1	0	0	0	0	1	0	1	1	0	2	0	1	3	1	0	2	2	2	1	0	994	0	0	0	3	0	994	3	1	0	0	0	0	998	0	0	3	3	4	4	4	3	0
2073	3	82	2012	13	3	Seram Selatan	2	996	3	1	3	3	2	4	3	1	3	0	0	0	2	1	1	0	0	1	0	1	1	0	3	0	1	4	1	1	3	2	3	2	1	3	0	0	0	3	0	994	3	1	1	0	1	0	998	0	0	4	4	4	3	4	4	4750
2072	3	82	2012	12	2	Buton	2	996	996	998	994	994	994	994	994	994	3	0	0	0	1	0	0	0	0	2	0	2	1	0	0	0	1	1	0	0	3	1	1	2	1	3	1	1	1	1	0	994	3	1	0	0	0	0	998	0	1	5	4	4	4	4	5	4749
2071	3	82	2012	29	1.5	Kambrauw	2	3	998	998	4	4	5	4	4	1	3	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	3	2	2	2	0	994	0	0	0	2	0	994	0	1	1	0	0	0	4	0	1	4	4	4	4	4	4	0
2070	3	82	2012	19	2	Buruway	2	3	1	996	4	4	4	4	4	1	2	0	0	0	0	0	1	1	0	2	0	2	0	0	1	0	0	1	0	1	3	2	2	2	0	994	0	0	0	2	0	994	0	1	1	0	0	0	4	0	1	2	4	4	4	4	4	4744
2069	3	82	2012	26	3	Baham	2	3	1	998	4	2	4	4	4	1	4	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	2	2	2	0	994	0	0	0	2	0	994	0	1	1	0	0	0	997	0	1	3	4	4	4	4	4	4731
2068	3	82	2012	32	2	Sabakor	2	3	1	998	5	5	3	5	4	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	3	0	0	3	2	2	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	4	0	0	3	4	4	4	4	4	0
2067	3	83	2012	7	1	Seram	2	996	1	3	3	2	3	2	3	1	3	0	0	0	0	0	1	0	0	2	0	2	1	0	4	0	1	5	0	0	3	2	2	2	1	3	1	1	0	2	1	2	3	1	1	0	0	0	998	0	0	3	3	5	3	4	4	0
2066	3	82	2012	54	3	Baham	2	3	1	998	4	1	1	4	4	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	3	2	2	2	1	3	1	0	1	2	0	994	3	1	0	0	0	0	2	0	1	3	4	4	4	4	4	0
2065	3	85	2012	10	4.5	Mayrasi	1	1	2	3	4	1	1	4	4	1	4	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	2	0	0	3	2	3	2	0	994	1	0	1	3	0	994	3	1	1	0	0	0	998	0	1	4	4	2	3	4	4	4462
2064	3	85	2012	36	4	Mayrasi	1	1	996	998	994	994	994	994	994	994	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	1	1	3	1	1	998	998	998	994	998	1	0	0	0	0	997	0	0	4	4	3	3	4	4	0
2063	3	85	2012	12	4	Mayrasi	1	1	996	3	1	1	1	2	4	1	997	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	1	0	994	994	0	0	3	0	994	3	1	0	0	0	0	998	0	0	4	4	3	3	4	4	4461
2062	3	85	2012	41	2	Mayrasi	1	1	996	3	4	1	1	4	2	1	3	0	0	0	0	0	1	1	0	2	0	2	0	0	0	0	0	0	0	1	3	3	3	1	0	994	1	0	1	3	0	994	3	1	1	1	1	0	4	0	1	2	2	3	3	4	2	4455
2061	3	85	2012	2	4	Maluku	1	1	3	7	5	1	1	5	4	1	3	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	2	0	0	3	3	3	3	0	994	0	0	0	2	0	994	3	1	1	0	0	0	998	0	0	4	4	4	4	2	4	0
2060	3	88	2012	2	1	Mayrasi	1	1	3	996	5	3	2	5	4	1	4	0	0	0	0	0	0	2	0	4	0	4	2	1	4	2	1	8	0	2	3	1	1	3	1	1	1	0	0	3	0	994	3	1	1	0	0	0	2	0	1	3	5	3	4	4	4	0
2059	3	88	2012	1	1	Mayrasi	1	1	4	3	5	5	2	4	4	1	4	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	3	3	3	2	1	3	1	0	0	3	0	994	3	1	1	0	0	0	2	0	1	4	5	5	4	4	4	3965
2058	3	88	2012	15	0.75	Mayrasi	1	1	3	996	1	1	1	3	4	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	2	1	2	0	0	998	998	998	994	998	1	0	0	1	0	998	0	1	5	5	5	5	5	5	3950
2057	5	68	2012	48	3	Biak	1	1	2	3	4	1	2	5	4	1	4	0	0	0	0	1	0	1	1	2	0	2	2	0	1	2	1	4	1	1	3	3	3	2	1	3	1	1	1	1	0	994	3	1	1	0	0	0	3	0	1	4	4	5	4	4	4	0
2056	5	68	2012	62	2	Biak	1	1	3	998	4	1	1	5	4	1	3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	1	2	2	0	994	0	0	998	998	998	994	998	1	1	0	0	0	5	0	1	4	4	4	4	4	4	0
2055	5	68	2012	69	2.5	Biak	1	1	998	998	994	994	994	994	994	994	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	3	2	3	2	0	994	1	0	0	2	0	994	3	1	0	1	1	0	1	0	1	4	4	5	4	998	4	4283
2054	5	68	2012	23	2	Biak	1	1	3	998	5	2	3	4	4	1	2	0	0	0	0	0	1	1	1	2	0	2	0	0	0	0	0	0	0	0	3	2	3	2	1	3	1	0	998	998	998	994	998	1	1	0	0	0	3	1	1	4	4	4	4	4	4	0
2053	5	68	2012	30	1.5	Biak	1	1	3	2	1	1	1	4	4	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	2	0	0	3	2	3	2	1	3	1	0	0	3	0	994	3	1	1	1	0	0	5	0	1	4	4	4	4	3	4	4254
2052	5	68	2012	47	2	Biak	1	1	3	998	2	1	1	3	4	1	2	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	1	3	3	3	2	0	994	0	0	2	0	0	994	3	1	1	1	0	0	3	0	1	4	4	5	4	3	4	0
2051	5	68	2012	31	1	Biak	1	1	3	998	4	1	1	5	4	1	2	0	0	0	0	0	2	1	1	1	0	1	1	0	0	1	0	1	0	1	3	3	3	3	0	994	0	0	0	2	0	994	3	1	1	0	0	0	5	0	1	5	4	4	4	4	4	0
2050	5	68	2012	44	2	Biak	1	1	3	996	3	1	1	4	4	1	3	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	4	1	0	3	1	2	2	1	3	0	0	0	3	0	994	3	1	1	1	1	0	3	0	1	4	4	3	2	4	4	0
2049	5	68	2012	42	3	Biak	1	1	3	998	4	1	1	4	4	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	3	3	3	2	1	3	0	0	0	3	0	994	3	1	1	1	1	0	5	1	1	4	4	5	4	5	4	4247
2048	5	68	2012	49	2	biak	1	1	3	998	4	1	1	4	4	1	2	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	3	1	1	2	0	994	1	0	0	3	0	994	3	1	1	1	1	0	2	0	1	4	4	4	4	4	4	4249
2047	5	68	2012	25	2.5	Biak	1	3	1	998	1	1	1	3	4	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	3	2	2	2	1	3	1	0	0	2	0	994	3	1	1	1	0	0	3	0	1	4	4	5	4	3	4	4234
2046	5	68	2012	31	1.5	Ternate	1	2	3	1	4	1	1	4	3	1	3	0	0	0	0	0	1	1	1	2	0	2	2	0	1	1	0	2	1	1	3	2	3	2	1	3	1	0	0	2	0	994	3	1	1	0	0	0	3	0	1	4	5	5	4	4	4	4252
2045	5	68	2012	35	2.5	biak	1	996	3	998	4	1	1	4	4	1	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	2	1	0	3	2	2	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	2	0	1	4	4	4	4	4	4	4260
2044	5	68	2012	30	3	Biak	1	3	996	998	4	3	4	2	4	1	3	0	0	0	0	0	1	0	1	1	0	1	1	0	2	0	0	2	1	1	3	1	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	2	0	1	4	4	4	4	4	4	0
2043	5	68	2012	45	2	Biak	1	1	3	998				4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1	4	0	2	3	2	2	2	1	3	0	0	0	2	0	994	3	1	1	1	1	0	4	1	1	4	4	5	4	4	4	0
2042	5	68	2012	36	4	Biak	1	996	998	998	994	994	994	994	994	994	3	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	1	3	2	2	2	0	994	0	0	0	3	0	994	3	1	0	1	1	0	2	0	1	998	998	998	998	998	998	4230
2041	5	68	2012	36	2	Biak	1	1	3	998	4	1	1	4	4	1	3	0	0	0	0	0	1	2	1	1	0	1	1	1	1	1	0	3	1	1	3	3	2	2	1	3	1	0	0	2	0	994	3	1	1	1	0	0	3	0	1	4	4	4	4	4	4	0
2040	5	68	2012	55	3	Biak	1	1	3	998	4	1	1	4	4	1	4	0	0	0	0	0	1	1	0	1	0	1	0	0	1	1	0	2	0	0	3	1	2	2	1	2	0	0	998	998	998	994	998	1	1	1	1	0	3	0	1	4	4	4	4	4	4	0
2039	5	68	2012	14	4	biak	1	3	1	998	4	1	1	4	4	1	3	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	3	2	1	1	1	2	1	1	1	2	0	994	3	1	1	1	1	0	2	0	1	4	4	4	4	4	3	4275
2038	5	68	2012	18	1.5	Biak	1	7	3	998	4	1	1	4	4	1	4	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	2	0	0	3	2	2	3	0	994	0	0	0	3	0	994	3	1	0	1	1	0	2	0	1	998	998	998	998	998	998	4265
2037	5	68	2012	30	2	Biak	1	3	998	998	4	1	1	4	4	1	3	0	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	2	0	0	3	1	2	2	0	994	1	0	0	2	0	994	3	1	1	1	1	0	3	0	1	4	4	4	4	4	4	4239
2036	5	68	2012	19	3	Biak	1	7	1	3	4	1	1	4	4	1	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	2	0	0	3	1	2	2	0	994	0	0	1	2	0	994	3	1	1	1	1	0	3	0	1	4	4	4	4	4	3	0
2035	5	68	2012	42	2	Biak	1	1	3	998	4	1	1	4	4	1	3	0	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	3	1	0	3	1	1	2	0	994	0	0	0	3	0	994	3	1	0	1	1	0	2	0	1	4	4	4	4	4	4	4266
2034	5	68	2012	53	2.5	Biak	1	1	3	998	4	1	1	4	4	1	3	0	0	0	0	0	0	0	2	1	0	1	1	0	2	1	0	3	2	1	3	2	2	3	1	2	1	0	998	998	998	994	998	1	1	1	0	0	1	0	1	4	4	3	4	4	4	4263
