HouseholdID	MPAID	SettlementID	InterviewYear	YearsResident	TimeMarket	PaternalEthnicity	Religion	PrimaryLivelihood	SecondaryLivelihood	TertiaryLivelihood	FreqFish	FreqSaleFish	PercentIncomeFish	FreqEatFish	PercentProteinFish	MajorFishTechnique	EconomicStatusTrend	AssetCar	AssetTruck	AssetCarTruck	AssetBicycle	AssetMotorcycle	AssetBoatNoMotor	AssetBoatOutboard	AssetBoatInboard	AssetLandlinePhone	AssetCellPhone	AssetPhoneCombined	AssetTV	AssetRadio	AssetStereo	AssetCD	AssetDVD	AssetEntertain	AssetSatellite	AssetGenerator	CookingFuel	FSNotEnough	FSDidNotLast	FSBalancedDiet	FSAdultSkip	FSFreqAdultSkip	FSEatLess	FSHungry	FSChildPortion	FSLowCostFood	FSChildSkip	FSFreqChildSkip	FSNoMealChild	RightsAccess	RightsHarvest	RightsManage	RightsExclude	RightsTransfer	SocialConflict	MarineGroup	OtherGroup	PlaceHappy	PlaceFavourite	PlaceMiss	PlaceBest	PlaceFishHere	PlaceBeMyself	Baseline_t2_pairs
3463	6	64	2013	23	2	Biak Raja Ampat	1	1	998	998	994	994	994	994	994	994	2	0	0	993	0	0	0	0	0	2	0	993	1	0	0	0	0	993	1	1	3	2	3	2	0	994	0	0	998	998	998	998	998	1	1	0	0	0	3	0	1	4	4	4	4	4	4	0
3462	6	64	2013	16	1	Biak/Raya Ampat	1	3	1	998	5	5	4	4	4	1	3	0	0	993	0	0	2	0	0	2	0	993	0	0	2	0	0	993	0	0	3	2	3	3	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	1	4	5	4	4	5	4	0
3461	6	61	2013	48	0.02	Madbad	1	1	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	1	0	993	0	0	1	0	0	993	0	0	3	1	3	2	1	2	1	0	0	2	0	994	3	1	0	0	0	0	4	0	1	4	4	4	4	4	4	0
3460	6	61	2013	37	0.02	Buton	2	7	998	998	994	994	994	994	994	994	2	0	0	993	1	0	0	0	0	3	0	993	1	0	0	0	0	993	1	0	3	3	1	1	0	994	0	0	0	3	0	994	3	1	0	1	0	0	3	0	0	4	4	5	4	997	3	0
3459	6	61	2013	38	0.02	Buton	2	1	998	998	994	994	994	994	994	994	1	0	0	993	1	0	1	0	0	6	0	993	1	1	0	1	0	993	0	0	3	1	3	1	0	994	0	0	0	1	0	994	3	1	0	1	0	0	3	0	1	4	4	4	4	4	4	0
3458	6	61	2013	79	0.03	Madbad	1	998	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	0	0	993	0	1	0	0	0	993	0	0	3	2	2	2	0	994	0	0	998	998	998	998	998	1	0	1	1	0	3	0	1	4	4	4	4	4	4	0
3457	6	61	2013	10	0.16	Tobelo	1	1	998	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	2	0	993	1	0	1	1	1	993	1	0	3	2	1	1	0	994	0	0	0	1	0	994	3	1	0	0	0	0	3	0	1	4	4	4	4	4	4	0
3456	6	61	2013	63	0.25	Mabad	1	1	3	998	2	2	2	2	2	1	4	0	0	993	0	0	1	0	0	3	0	993	1	0	6	1	0	993	0	0	3	3	3	2	90	994	0	0	0	3	0	994	3	1	1	0	0	0	3	1	0	3	3	3	3	3	3	3456
3455	6	61	2013	42	0.03	Madbad	1	1	998	998	994	994	994	994		994	4	0	0	993	0	0	0	1	0	2	0	993	0	0	0	0	0	993	0	0	3	2	2	2	0	994	0	0	0	2	1	3	3	1	0	0	0	0	3	0	1	4	4	4	4	4	4	0
3454	6	61	2013	11	0.16	Tobel	1	3	7	1	1	1	1	4	2	1	3	0	0	993	0	0	1	0	0	2	0	993	1	0	2	1	1	993	1	0	3	2	2	2	0	994	0	0	0	2	0	994	3	1	1	0	0	0	3	0	1	4	4	4	3	4	3	0
3453	6	61	2013	35	0.08	Madbad	1	1	2	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	2	0	993	0	0	0	0	0	993	0	0	3	2	2	2	0	994	0	0	0	2	1	3	3	1	0	0	0	0	3	0	0	4	4	4	4	4	4	3453
3452	6	61	2013	41	0.08	Madbad	1	1	998	998	994	994	994	994	994	994	3	0	0	993	0	0	1	1	3	1	0	993	0	1	0	0	0	993	0	0	3	3	3	3	0	994	0	0	0	3	0	994	0	1	1	1	0	0	4	0	1	4	4	4	4	4	4	3452
3451	6	61	2013	42	0.1	Madbad	1	1	3	998	3	2	2	5	3	1	4	0	0	993	0	0	1	1	0	2	0	993	1	0	0	1	1	993	0	0	3	2	3	1	1	3	1	0	0	1	0	994	3	1	1	1	0	0	3	1	0	4	4	4	4	4	4	0
3450	6	61	2013	7	0.25	Buton	2	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	1	0	993	1	1	1	0	0	993	1	1	2	3	3	2	0	994	0	0	998	998	998	998	998	1	0	0	0	0	3	0	1	5	4	4	4	4	4	0
3449	6	61	2013	15	0.1	Doreri	1	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	2	0	993	1	1	0	1	0	993	1	1	3	2	2	2	0	994	0	0	0	2	0	994	3	1	1	1	0	0	3	0	0	4	4	4	4	4	4	3449
3448	6	61	2013	38	0.16	Batanta/Salawati	1	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	2	0	993	0	0	1	0	0	993	1	0	3	3	2	1	994	994	0	0	0	1	0	994	3	1	0	0	0	0	3	0	1	4	4	4	4	3	3	0
3447	6	61	2013	10	0.05	Madbad	1	1	3	998	2	3	1	2	2	1	3	0	0	993	0	0	0	0	0	0	0	993	1	0	1	1	0	993	0	0	3	2	2	1	0	994	1	1	0	2	0	994	3	1	1	1	0	0	4	0	1	4	4	4	4	4	4	0
3446	6	61	2013	14	0.1	Mabad	1	7	1	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	1	3	0	993	1	0	0	1	1	993	0	0	3	1	1	1	0	1	1	1	1	2	1	3	3	1	1	1	1	0	3	0	1	5	5	5	5	5	5	3446
3445	6	61	2013	44	0.08	Madbad	1	7	7	998	994	994	994	994	994	994	2	0	0	993	0	0	0	1	0	2	0	993	0	0	0	0	0	993	0	0	3	2	2	3	1	2	1	0	0	1	0	994	3	1	0	0	0	0	3	0	1	4	4	4	4	4	4	0
3444	6	61	2013	53	0.08	Madbad	1	1	2	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	0	0	993	0	0	0	0	0	993	0	0	3	3	2	2	0	994	0	0	998	998	998	998	998	1	0	0	0	0	3	0	1	4	4	4	3	4	5	0
3443	6	61	2013	29	0.02	Buton	2	1	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	4	0	993	0	0	0	0	0	993	0	0	3	3	3	1	0	994	0	0	0	3	0	994	3	1	0	0	0	0	3	0	1	4	4	4	4	3	4	0
3442	6	61	2013	20	0.03	Matbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	1	1	1	2	0	5	0	993	1	1	0	1	0	993	0	1	3	1	2	1	0	994	0	0	1	1	0	994	3	1	1	1	0	0	4	0	1	4	4	4	4	4	4	3442
3441	6	61	2013	14	0.13	Palu	1	1	3	998	2	1	1	2	2	1	4	0	0	993	0	0	1	0	0	3	0	993	1	0	1	1	1	993	0	0	3	2	3	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	4	1	1	5	5	5	4	5	5	0
3440	6	61	2013	13	0.08	Madbad	1	7	7	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	2	0	993	1	0	0	1	0	993	0	0	3	2	2	2	0	994	1	0	998	998	998	998	998	1	1	0	0	0	3	1	0	4	4	4	4	4	4	0
3439	6	61	2013	21	0.08	Banda	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	2	0	993	1	1	1	1	1	993	1	0	3	1	1	2	0	994	1	0	1	2	0	994	3	1	0	0	0	0	3	0	1	4	4	4	4	3	4	0
3438	6	61	2013	36	0.08	Butoan	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	1	0	993	1	0	3	2	0	993	1	0	3	3	3	3	0	994	0	0	998	998	998	998	998	1	0	0	0	0	3	0	0	3	4	4	4	4	4	0
3437	6	61	2013	997	0.08	Madbad	1	1	998	998	994	994	994	994	994	994	3	0	0	993	0	0	1	1	0	1	0	993	1	0	1	1	1	993	1	0	3	3	2	1	0	994	0	0	0	0	0	994	3	1	0	0	0	0	3	0	1	4	4	4	3	4	4	0
3436	6	56	2013	1	0.13	Biak	1	7	1	3	3	1	1	4	2	1	3	0	0	993	0	0	0	0	0	2	0	993	0	0	0	0	0	993	0	0	3		2	1	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	1	4	4	4	4	4	3	0
3435	6	56	2013	32	0.83	Madbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	0	0	993	1	0	0	0	0	993	1	0	3	1	1	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	4	4	5	4	4	4	3435
3434	6	56	2013	43	0.06	Misool	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	2	0	993	1	0	1	1	0	993	1	0	3	3	2	1	0	994	0	0	0	3	0	994	3	1	0	0	0	0	3	0	1	5	5	5	4	4	4	0
3433	6	56	2013	77	0.08	Madbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	0	0	993	0	0	0	0	0	993	0	0	3	1	2	2	0	994	0	0	0	3	0	994	0	1	1	0	0	0	3	0	0	4	4	4	4	4	4	0
3432	6	56	2013	25	0.03	Madbad	1	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	2	0	993	0	0	0	0	0	993	0	0	3	3	1	1	0	994	0	0	0	2	1	3	2	1	0	0	0	0	3	0	0	4	4	4	4	4	4	0
3431	6	56	2013	62	0.03	Madbad	1	1	998	998	994	994	994	994	994	994	4	0	0	993	0	0	1	1	0	1	0	993	1	0	0	0	0	993	1	1	3	3	1	2	0	994	0	0	998	998	998	998	998	1	1	0	0	0	3	0	0	4	4	4	4	4	4	3431
3430	6	56	2013	52	0.16	Madbad	1	7	1	998	994	994	994	994	994	994	4	0	0	993	0	0	1	0	0	3	0	993	1	0	0	0	0	993	0	1	3	2	1	2	1	2	1	0	1	1	1	2	3	1	1	0	0	0	3	0	1	4	4	4	4	4	4	0
3429	6	56	2013	9	0.5	Cina	1	7	1	998	994	994	994	994	994	994	4	1	0	993	0	2	0	1	1	4	0	993	1	0	2	1	1	993	1	1	2	3	3	2	0	994	0	0	997	997	997	997	997	1	1	0	0	0	2	0	0	4	4	4	4	4	4	0
3428	6	56	2013	33	0.1	Madbad	1	1	7	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	1	0	993	0	1	0	0	0	993	0	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	1	0	3	0	1	4	4	4	4	4	4	3428
3427	6	56	2013	60	1	Madbad	1	3	1	2	3	1	1	3	2	1	4	0	0	993	0	0	1	0	0	1	0	993	1	1	2	1	0	993	0	0	3	3	3	3	0	994	0	0	0	2	0	994	3	1	1	1	1	0	3	0	1	4	4	4	4	4	4	0
3426	6	56	2013	29	0.08	Biak	1	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	0	1	0	1	0	993	1	0	1	1	0	993	0	1	3	2	2	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0	0	4	4	4	4	4	4	0
3425	6	56	2013	48	0.01	Madbad	1	7	1	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	1	0	993	0	0	0	0	0	993	0	0	3	2	2	2	0	994	0	0	0	1	1	3	3	1	1	1	1	0	4	0	1	3	3	3	3	3	3	0
3424	6	56	2013	39	0.3	Madbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	2	0	993	0	0	0	0	0	993	0	0	3	3	3	1	0	994	0	0	0	3	0	994	3	1	1	1	0	0	3	0	1	4	3	3	4	3	4	0
3423	6	56	2013	30	0.1	Madbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	0	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	0	0	0	2	0	994	3	1	1	1	0	0	3	0	1	4	4	4	4	4	4	3423
3422	6	56	2013	38	0.03	Madbad	1	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	1	1	0	2	0	993	1	0	0	1	0	993	0	0	3	2	3	2	1	3	0	0	0	2	0	994	3	1	1	1	1	0	3	1	1	4	4	4	4	4	4	0
3421	6	56	2013	11	0	Dobo	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	1	0	2	0	993	1	0	1	0	1	993	2	1	2	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	4	0	0	4	3	3	3	4	4	0
3420	6	56	2013	45	0.03	Madbad	1	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	1	0	0	2	0	993	1	0	1	1	0	993	2	0	2	3	3	1	0	994	0	0	0	2	0	994	3	1	1	0	0	1	3	0	1	5	5	5	5	5	5	0
3419	6	56	2013	34	1	Madbad	1	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	0	0	993	1	1	1	0	0	993	0	0	3	2	3	2	0	994	1	1	1	1	1	3	2	1	1	1	0	1	3	0	1	4	4	4	4	4	4	3419
3418	6	56	2013	49	0.08	Madbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	2	0	993	1	0	0	0	0	993	1	1	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	4	4	5	4	4	4	0
3417	6	56	2013	45	0.13	Misool	1	7	2	998	994	994	994	994	994	994	4	0	0	993	0	0	1	0	0	0	0	993	0	0	0	0	0	993	0	0	3	2	2	3	1	3	1	1	0	2	1	3	3	1	1	0	0	0	3	0	1	4	4	4	4	4	4	3417
3416	6	56	2013	54	0.08	Madbad	1	1	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	0	0	993	1	0	4	1	0	993	0	0	3	1	2	2	1	2	1	1	998	998	998	998	998	1	0	1	0	0	3	0	1	4	4	4	4	4	4	0
3415	6	56	2013	53	0.1	Madbad	2	7	2	998	994	994	994	994	994	994	3	0	0	993	0	0	0	1	0	2	0	993	1	1	2	1	1	993	1	0	3	3	3	2	0	994	0	0	0	2	0	994	3	1	1	1	0	0	3	0	1	4	4	4	4	4	3	0
3414	6	56	2013	8	0.02	Biak	1	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	1	0	993	0	1	2	0	0	993	0	0	3	2	2	2	1	1	1	1	0	3	0	994	3	1	1	0	0	0	3	0	1	4	4	4	4	4	4	0
3413	6	56	2013	63	0.03	Madbad	1	1	2	998	994	994	994	994	994	994	3	0	0	993	1	0	0	0	0	0	0	993	0	0	0	0	0	993	0	0	3	3	2	2	0	994	1	0	998	998	998	998	3	1	0	0	0	0	3	0	1	4	4	4	4	4	4	0
3412	6	56	2013	35	0.02	Madbad	1	7	3	1	1	1	1	4	2	998	3	0	0	993	0	0	1	0	0	0	0	993	0	0	0	0	0	993	0	0	3	3	3	1	1	3	0	0	0	2	0	994	3	1	1	0	0	0	4	0	1	4	4	4	4	3	4	3412
3411	6	56	2013	1	0.03	Biak	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	1	0	993	0	0	0	0	0	993	0	0	3	2	2	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	4	4	4	4	4	3	0
3410	6	56	2013	43	0.83	Madbad	1	1	2	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	0	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	1	0	0	2	0	994	3	1	1	0	0	0	3	0	1	4	4	4	4	4	4	3410
3409	6	56	2013	40	0.03	Misool	1	1	7	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	0	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	0	1	4	4	4	4	4	4	3409
3408	6	56	2013	42	0.02	Madbad	1	1	7	2	994	994	994	994	994	994	4	0	0	993	0	0	1	0	0	1	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	0	0	0	2	0	994	3	1	1	1	1	0	4	1	1	5	4	5	4	4	4	3408
3407	6	56	2013	47	0.01	Misool	1	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	3	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	1	1	3	0	1	4	4	4	4	4	4	0
3406	6	56	2013	45	0.5	Madbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	1	0	993	0	0	0	0	0	993	0	0	3	3	3	2	1	3	0	0	0	3	0	994	3	1	1	1	0	0	3	0	1	4	4	4	4	4	4	0
3405	6	56	2013	14	0.16	Tanimbar	1	7	1	3	994	994	994	994	994	994	3	0	0	993	0	0	0	2	0	2	0	993	1	0	0	0	1	993	0	0	3	2	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	4	4	5	4	4	4	3405
3404	6	56	2013	57	0.5	Madbad	1	7	2	998	994	994	994	994	994	994	5	0	0	993	0	0	1	0	0	1	0	993	1	0	2	1	0	993	1	0	3	2	3	2	1	3	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	3	3	4	4	3	4	0
3403	6	56	2013	23	0.01	Madbad	1	7	1	998	994	994	994	994	994	994	4	0	0	993	0	0	1	0	0	0	0	993	1	0	3	1	0	993	0	0	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	1	4	4	4	4	4	4	3403
3402	6	56	2013	52	0.16	Marbad	1	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	1	0	993	0	0	0	0	0	993	0	1	3	1	3	2	1	2	1	1	998	998	998	998	998	1	1	1	1	0	3	0	1	4	4	4	4	4	4	0
3401	6	56	2013	39	0.16	Madbad	1	7	3	2	2	1	1	4	2	1	3	0	0	993	0	0	0	1	0	0	0	993	1	0	1	1	0	993	0	0	3	1	3	2	0	994	0	0	0	3	0	994	0	1	1	0	0	0	3	0	1	4	4	5	4	3	4	0
3400	6	56	2013	43	0.16	Misool	1	7	1	3	2	1	1	3	2	1	3	0	0	993	0	0	1	1	0	2	0	993	1	1	1	1	0	993	0	1	3	2	2	2	0	994	0	0	0	0	0	994	3	1	1	0	0	0	3	1	1	3	3	4	3	4	4	3400
3399	6	56	2013	29	0.25	Biak Raja Ampat	1	7	1	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	3	0	993	1	0	2	2	0	993	0	1	3	3	2	1	0	994	0	0	0	2	1	2	3	1	1	1	0	0	3	0	0	4	4	4	4	4	4	3399
3398	6	56	2013	11	0.1	Biga	1	1	2	7	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	0	0	993	1	0	3	0	0	993	0	1	3	3	3	2	1	3	1	0	0	3	0	994	3	1	1	1	0	0	3	0	1	4	4	4	4	3	4	0
3397	6	56	2013	34	1	Biak	1	7	3	998	2	2	2	2	2	1	4	0	0	993	0	0	2	3	1	2	0	993	0	0	0	0	0	993	1	0	3	1	1	1	0	994	0	0	0	2	0	994	3	1	1	0	0	0	4	0	1	4	4	4	4	4	4	0
3396	6	57	2013	9	6.08	Seram	2	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	2	0	0	1	0	993	0	0	2	1	1	993	0	0	3	2	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	1	4	4	4	4	3	3	0
3395	6	57	2013	18	0.1	Madbad	2	3	998	998	3	3	4	5	4	1	3	0	0	993	0	0	0	1	0	1	0	993	1	1	2	1	0	993	1	1	3	2	3	2	0	994	0	0	0	1	0	994	3	1	1	1	0	0	3	0	0	4	4	4	4	4	4	0
3394	6	57	2013	14	0.01	Saudi Arabia	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	1	0	993	0	0	0	0	0	993	0	0	3	3	2	2	1	1	1	1	998	998	998	998	998	1	1	0	0	0	3	0	0	3	3	3	3	4	3	0
3393	6	57	2013	13	0.03	Buton	2	3	7	998	4	4	3	4	4	2	3	0	0	993	0	0	2	1	0	2	0	993	1	1	1	1	1	993	1	1	3	3	2	2	0	994	0	0	0	0	0	994	3	1	1	0	0	0	3	0	1	5	5	4	3	4	3	0
3392	6	57	2013	10	0.05	misool	2	7	3	998	4	3	2	4	4	1	4	0	0	993	0	0	1	0	0	2	0	993	1	0	1	1	0	993	1	1	3	1	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	4	4	5	4	4	4	3392
3391	6	57	2013	20	0.08	Misool	2	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	1	0	993	1	0	0	0	0	993	1	0	3	3	3	1	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0	0	4	4	4	4	4	4	0
3390	6	57	2013	3	0.02	Ternate	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	1	0	0	0	993	0	0	0	0	0	993	0	0	3	2	3	2	1	3	1	0	0	3	0	994	3	1	1	0	0	0	3	0	0	3	3	4	4	3	4	0
3389	6	57	2013	8	0.02	Key	2	7	7	998	994	994	994	994	994	994	4	0	0	993	0	0	1	0	0	3	0	993	1	0	1	1	0	993	1	0	3	3	2	2	0	994	0	0	0	2	0	994	3	1	1	0	0	0	3	0	0	5	4	4	4	4		0
3388	6	57	2013	14	0.05	Seram	2	7	998	998	994	994	994	2	2	994	4	0	0	993	0	0	0	0	0	3	0	993	1	0	2	0	0	993	1	1	3	3	1	1	0	994	0	998	998	998	998	998	998	1	0	0	0	0	3	0	0	4	4	4	4	998	4	0
3387	6	57	2013	10	0.22	Seram	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	3	0	993	0	0	0	0	0	993	0	0	2	2	2	1	0	994	0	0	0	2	0	994	3	1	0	0	0	0	3	0	0	4	4	4	4	4	4	0
3386	6	57	2013	21	0.25	Waigeo	2	3	998	998	2	2	3	3	3	2	4	0	0	993	0	0	1	0	0	6	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	4	4	2	3	4	3	0
3385	6	57	2013	7	0.08	Seram	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	2	0	993	1	0	2	1	0	993	1	1	3	1	2	3	1	2	1	0	0	3	0	994	3	1	0	0	0	0	3	0	0	4	3	4	4	4	4	0
3384	6	57	2013	20	0.08	Zamadi/Misool/Ternate	2	1	3	998	3	2	2	3	2	2	4	0	0	993	0	1	1	0	0	1	0	993	1	0	1	1	0	993	0	1	3	1	2	2	1	2	1	0	0	2	1	2	3	1	1	0	0	0	3	1	1	3	4	4	4	3	2	0
3383	6	57	2013	2	0.02	Buton	2	7	7	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	3	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	0	0	0	1	0	994	3	1	0	0	0	0	3	0	0	5	5	4	3	4	4	0
3382	6	57	2013	9	0.2	Seram	2	7	7	3	1	1	1	4	3	1	4	0	0	993	0	0	0	0	0	1	0	993	1	0	0	0	0	993	1	0	3	2	3	2	0	994	0	0	0	2	0	994	3	1	0	0	0	0	997	0	0	3	3	4	4	4	3	0
3381	6	57	2013	2	0.08	Buton	2	7	998	998	994	994	994	994	994	994	4	0	0	993	1	0	0	0	0	3	0	993	1	1	2	1	1	993	1	0	2	3	3	3	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	1	4	3	4	4	4	4	0
3380	6	57	2013	3	0.02	Ternate	2	3	998	998	3	3	3	3	4	1	3	0	0	993	0	0	1	0	0	1	0	993	1	0	0	1	0	993	0	0	3	3	3	2	0	994	0	0	998	998	998	998	998	1	1	0	0	0	3	0	0	4	5	4	4	4	4	0
3379	6	57	2013	7	0.02	Bugis	2	7	998	998	994	994	994	994	994	994	4	0	0	993	1	0	0	1	1	3	0	993	1	0	4	1	0	993	1	1	2	998	1	1	0	994	0	0	0	2	0	994	3	0	0	0	0	0	3	0	1	4	4	4	4	4	4	0
3378	6	57	2013	7	0.02	Jawa	2	7	7	998	994	994	994	994	994	994	4	0	0	993	1	1	0	0	0	3	0	993	1	0	2	1	1	993	1	1	2	3	3	2	0	994	0	0	0	3	0	994	3	1	1	0	0	0	3	0	0	4	4	4	4	2	4	3378
3377	6	57	2013	10	0.02	Key	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	0	0	993	0	0	1	1	0	993	0	0	3	1	1	1	1	2	0	0	998	998	998	998	998	1	0	0	0	0	3	0	0	5	4	4	4	3	3	0
3376	6	57	2013	11	0.02	Misool	2	7	998	998	994	994	994	994	994	994	4	0	0	993	0	0	1	0	0	2	0	993	1	0	1	1	1	993	1	1	2	3	3	1	0	994	0	0	998	998	998	998	998	1	1	0	0	0	3	0	1	5	5	5	5	4	4	0
3375	6	57	2013	32	0.16	Ternate	2	7	3	998	4	4	2	5	3	1	5	0	0	993	0	0	0	0	1	1	0	993	0	0	0	0	0	993	0	0	3	1	1	3	1	2	1	1	0	1	0	994	3	1	1	0	0	0	3	0	1	3	5	5	3	5	4	3375
3374	6	51	2013	10	0.03	Jawa	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	1	0	0	0	1	0	993	1	1	1	1	1	993	1	1	2	3	3	2	0	994	0	0	998	998	998	998	998	1	1	1	0	0	4	0	1	5	5	5	4	4	3	0
3373	6	51	2013	15	0.06	Seram	2	7	1	998	994	994	994	994	994	994	4	0	0	993	0	0	0	0	0	2	0	993	1	0	0	1	0	993	1	0	3	1	1	3	0	994	0	0	0	3	0	994	3	1	1	1	1	0	3	1	0	5	5	5	4	4	5	0
3372	6	51	2013	9	0.025	Tanimbai	1	3	998	998	5	3	4	5	2	1	4	0	0	993	0	0	0	1	0	2	0	993	1	0	2	2	0	993	2	0	2	3	3	2	0	994	0	0	0	3	0	994	3	1	1	1	0	0	3	0	1	4	4	4	3	3	3	0
3371	6	51	2013	9	0.05	Key	2	7	7	7	994	994	994	994	994	994	5	0	0	993	0	0	0	0	0	2	0	993	0	0	4	0	0	993	0	0	3	2	2	2	0	994	0	0	0	1	0	994	3	1	1	1	1	0	3	1	1	4	4	4	4	4	4	0
3370	6	51	2013	15	0.05	Misool	2	3	7	1	2	2	2	4	4	1	4	0	0	993	0	0	1	0	0	3	0	993	0	0	0	0	0	993	0	1	3	3	3	2	0	994	0	0	0	5	0	994	3	1	1	1	1	0	3	0	1	4	4	4	4	4	4	0
3369	6	51	2013	14	0.05	Misool	2	7	1	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	1	0	993	0	0	0	0	0	993	0	0	3	2	2	2	1	3	1	0	0	2	1	1	3	1	1	1	0	0	3	0	1	4	4	4	4	4	4	0
3368	6	51	2013	12	1	Seram	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	1	0	0	1	0	993	0	0	0	0	0	993	0	0	3	3	2	1	0	994	0	1	0	2	1	3	3	1	1	0	0	0	3	0	1	4	4	4	4	4	4	0
3367	6	51	2013	29	0.03	Seram	2	7	1	7	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	2	0	993	0	0	0	0	0	993	0	0	3	3	3	2	0	994	0	0	0	2	0	994	3	1	1	0	0	0	3	1	1	4	4	4	4	4	4	0
3366	6	51	2013	14	0.25	Seram	2	7	998	998	994	994	994	994	994	994	3	0	0	993	0	0	0	0	0	1	0	993	1	0	2	1	0	993	1	0	3	2	2	3	1	3	0	0	0	3	0	994	3	1	995	995	0	0	3	0	1	5	4	4	997	4	4	0
