HouseholdID	SettlementID	PaternalEthnicity	Eth.Num	Eth.Iso
750	54	BUGIS	37	BUG
751	54	SERAM	52	GES
752	54	TIDORE	164	TVO
753	54	MAYA(WAIGEO)	143	SLZ-WGO
754	54	TERNATE	156	TFT
755	54	BUTON	43	CIA
756	54	ADONARA (NUSA TENGGARA TIMUR)	5	ADR
757	55	MATBAT	180	XMT
758	55	MATBAT	180	XMT
759	55	MATBAT	180	XMT
760	55	MATBAT	180	XMT
761	55	MATBAT	180	XMT
762	55	MATBAT	180	XMT
763	55	MATBAT	180	XMT
764	56	MATBAT	180	XMT
765	56	MATBAT	180	XMT
766	56	MATBAT	180	XMT
767	56	MATBAT	180	XMT
768	56	MATBAT	180	XMT
769	56	MATBAT	180	XMT
770	56	BIAK	23	BHW
771	56	MATBAT	180	XMT
772	56	MATBAT	180	XMT
773	56	MATBAT	180	XMT
774	56	MATBAT	180	XMT
775	56	MATBAT	180	XMT
776	56	MATBAT	180	XMT
777	56	MATBAT	180	XMT
778	56	MATBAT	180	XMT
779	56	MATBAT	180	XMT
780	56	MATBAT	180	XMT
781	56	MATBAT	180	XMT
782	56	MATBAT	180	XMT
783	56	TOBELO	157	TLB
784	56	MATBAT	180	XMT
785	56	MATBAT	180	XMT
786	56	MATBAT	180	XMT
787	56	MATBAT	180	XMT
788	56	MATBAT	180	XMT
789	56	MATBAT	180	XMT
790	56	MATBAT	180	XMT
791	56	MATBAT	180	XMT
792	56	MATBAT	180	XMT
793	56	MATBAT	180	XMT
794	56	MATBAT	180	XMT
795	56	MATBAT	180	XMT
796	56	BIAK	23	BHW
797	56	MATBAT	180	XMT
798	56	MATBAT	180	XMT
799	56	MATBAT	180	XMT
800	56	MATBAT	180	XMT
801	56	MATBAT	180	XMT
802	56	MATBAT	180	XMT
803	56	MATBAT	180	XMT
804	56	MATBAT	180	XMT
805	56	MATBAT	180	XMT
806	57	TUAL	104	MLK
807	57	TERNATE	156	TFT
808	57	TERNATE	156	TFT
809	57	MISOOL	102	MIS
810	57	MATBAT	180	XMT
811	57	BUTON	43	CIA
812	57	MISOOL	102	MIS
813	57	ARAB	49	FOR
814	57	MADURA	90	MAD
815	57	TERNATE	156	TFT
816	57	SERAM	52	GES
817	57	SERAM	52	GES
818	57	MALUKU	92	MAL
819	57	MISOOL	102	MIS
820	57	MATBAT	180	XMT
821	57	MALUKU	92	MAL
822	57	JAWA	66	JAV
823	57	TERNATE	156	TFT
824	57	TERNATE	156	TFT
825	57	JAWA	66	JAV
826	57	TERNATE	156	TFT
827	57	MALUKU	92	MAL
828	58	HALMA HERA	104	MLK
829	58	SERAM	52	GES
830	58	KEY TUAL	70	KEI
831	58	SERAM	52	GES
832	58	SERAM	52	GES
833	58	BUTON	43	CIA
834	58	BIMA	21	BHP
835	58	TERNATE	156	TFT
836	58	BUTON	43	CIA
837	58	TERNATE	156	TFT
838	58	MISOOL	102	MIS
839	58	TERNATE	156	TFT
840	58	BUTON	43	CIA
841	58	BUTON	43	CIA
842	58	SERAM	52	GES
843	58	FAK-FAK	48	FAK
844	58	TERNATE	156	TFT
845	58	BIAK	23	BHW
846	58	AMBON	1	ABS
847	58	SERAM	52	GES
848	58	MISOOL	102	MIS
849	58	AMBON	1	ABS
850	58	MAKASAR	91	MAK
851	58	SERAM	52	GES
852	58	BUTON	43	CIA
853	58	KEY	70	KEI
854	58	AMBON	1	ABS
855	58	SERAM	52	GES
856	58	BIAK	23	BHW
857	58	SULAWESI TENGGARA	147	SUL
858	58	MISOOL	102	MIS
859	58	KEY	70	KEI
860	58	BIAK	23	BHW
861	58	BUGIS	37	BUG
862	58	FAK-FAK	48	FAK
863	58	MISOOL	102	MIS
864	58	MISOOL	102	MIS
865	58	FAK-FAK	48	FAK
866	58	SERAM	52	GES
867	58	BUTON	43	CIA
868	58	SERAM	52	GES
869	58	BUGIS	37	BUG
870	58	TERNATE	156	TFT
871	58	WAIGEO	171	WGO
872	58	TERNATE	156	TFT
873	58	SERAM	52	GES
874	58	MOI	112	MXN
875	59	MATBAT	180	XMT
876	59	MATBAT	180	XMT
877	59	MATBAT	180	XMT
878	59	MATBAT	180	XMT
879	59	MATBAT	180	XMT
880	59	AMBON	1	ABS
881	59	MATBAT	180	XMT
882	59	MATBAT	180	XMT
883	59	MATBAT	180	XMT
884	59	MATBAT	180	XMT
885	59	MATBAT	180	XMT
886	59	MATBAT	180	XMT
887	59	TOBELO	157	TLB
888	59	MATBAT	180	XMT
889	60	TERNATE	156	TFT
890	60	TOBELO	157	TLB
891	60	TIMOR	11	AOZ
892	60	TOBELO	157	TLB
893	60	SANGER	21	BHP
894	60	BUTON	43	CIA
895	60	BIAK	23	BHW
896	60	TOBELO AMBON	4	ABS-TLB
897	60	BUTON	43	CIA
898	60	MATBAT	180	XMT
899	60	TIMUR FLORES (NUSA TENGGARA TIMUR)	11	AOZ
900	60	TOBELO	157	TLB
901	60	BIAK RAJA AMPAT	23	BHW
902	60	SANGER	21	BHP
903	60	KALIMANTAN	69	KAL
904	60	TOBELO	157	TLB
905	60	BUTON	43	CIA
906	60	BIAK	23	BHW
907	60	MATBAT	180	XMT
908	60	BUGIS	37	BUG
909	60	BUTON	43	CIA
910	60	TOBELO	157	TLB
911	60	TERNATE	156	TFT
912	61	TOBELO	157	TLB
913	61	MAT BAT	180	XMT
914	61	MAT BAT	180	XMT
915	61	MAT BAT	180	XMT
916	61	MAT BAT	180	XMT
917	61	MAT BAT	180	XMT
918	61	MAT BAT	180	XMT
919	61	MAT BAT	180	XMT
920	61	MAT BAT	180	XMT
921	61	BIAK	23	BHW
922	61	MAT BAT	180	XMT
923	61	MAT BAT	180	XMT
924	61	MAT BAT	180	XMT
925	61	MAT BAT	180	XMT
926	61	MAT BAT	180	XMT
927	61	MAT BAT	180	XMT
928	61	MAT BAT	180	XMT
929	61	TIMOR	11	AOZ
930	61	BUTON	43	CIA
931	61	BUTON	43	CIA
932	61	BUTON	43	CIA
933	61	BUTON	43	CIA
934	61	INAWATAN	152	SZP
935	61	TOBELO	157	TLB
936	61	TOBELO	157	TLB
937	62	WONDAMA	168	WAD
938	62	MAT BAT	180	XMT
939	62	MAT BAT	180	XMT
940	62	TERNATE	156	TFT
941	62	BIAK BESER	23	BHW
942	62	MALUKU UTARA	92	MAL
943	62	MAT BAT	180	XMT
944	62	SERAM	52	GES
945	62	KUPANG	58	HEG
946	62	AMBON	1	ABS
947	62	BIAK BESER	23	BHW
948	62	MAT BAT	180	XMT
949	62	MERAUKE	95	MER
950	62	AMBON	1	ABS
951	62	TIMOR	11	AOZ
952	63	BIAK NUMFOR	23	BHW
953	63	MAT BAT	180	XMT
954	63	BIAK	23	BHW
955	63	TOBELO	157	TLB
956	63	TORAJA	136	SDA
957	63	TEMINABUAN	80	KPS
958	63	TEPA	104	MLK
959	63	MAT BAT	180	XMT
960	63	MAT BAT	180	XMT
961	63	TEPA	104	MLK
962	63	MAT BAT	180	XMT
963	63	BIAK BESER	23	BHW
964	63	MAT BAT	180	XMT
965	63	TERNATE	156	TFT
966	63	TORAJA	136	SDA
967	63	BIGA	20	BHC
968	63	TIMUR MALUKU	11	AOZ
969	63	BIAK	23	BHW
970	64	BIAK BESER	23	BHW
971	64	TIMUR TEPA	11	AOZ
972	64	TOBELO	157	TLB
973	64	SEGET	135	SBG
974	64	TIMOR LESTE	11	AOZ
975	64	BIAK BESER	23	BHW
976	64	TIMUR TEPA	11	AOZ
977	64	FLORES TIMUR	124	NTT
978	64	BIAK BESER	23	BHW
979	65	KEY BESAR	70	KEI
980	36	UMAR	54	GOP
981	36	WANEM-UMAR	55	GOP-WAD
982	36	UMAR	54	GOP
983	36	BIAK	23	BHW
984	36	UMAR	54	GOP
985	65	SULAWESI SELATAN	147	SUL
986	65	CINA-MANADO	179	XMM
987	65	BUTON	43	CIA
988	65	ARAB	49	FOR
989	65	BUTON	43	CIA
990	65	SERAM TIMUR	52	GES
991	65	NUSA TENGGARA TIMUR	124	NTT
992	65	BUGIS MANDAR	40	BUG-MDR
993	65	TIDORE	164	TVO
994	65	SERAM	52	GES
995	65	TERNATE	156	TFT
996	65	SULAWESI (SELAYAR)	141	SLY
997	65	SERAM	52	GES
998	65	TANIMBAR	70	KEI
999	65	MATLAU (MISOOL)	180	XMT
1000	65	GORONTALO	56	GOR
1001	65	MINAHASA	147	SUL
1002	65	SERAM	52	GES
1003	65	SERAM	52	GES
1004	65	SULAWESI/BUGIS	37	BUG
1005	23	BIAK MANWOR	23	BHW
1006	23	BIAK MANWOR	23	BHW
1007	23	BIAK NUMFOR	23	BHW
1008	23	BIAK MANWOR	23	BHW
1009	23	BIAK MANWOR	23	BHW
1010	29	MANWOR BIAK-NUMFOR	23	BHW
1011	29	MANWOR BIAK-NUMFOR	23	BHW
1012	29	MANWOR BIAK-NUMFOR	23	BHW
1013	29	NUMFOR	23	BHW
1014	29	BIAK	23	BHW
1015	65	SERAM	52	GES
1016	65	SERAM	52	GES
1017	65	MISOOL	102	MIS
1018	65	BUGIS	37	BUG
1019	15	YAUR	65	JAU
1020	15	YAUR	65	JAU
1021	15	YAUR	65	JAU
1022	15	WANDAMEN	168	WAD
1023	15	WANDAMEN	168	WAD
1024	15	DEFAPRE	167	UNK
1025	15	WANDAMEN	168	WAD
1026	15	YAUR	65	JAU
1027	15	YAUR	65	JAU
1028	15	WANDAMEN	168	WAD
1029	15	YAUR	65	JAU
1030	15	YAUR	65	JAU
1031	15	WANDAMEN	168	WAD
1032	15	YAUR	65	JAU
1033	15	YAUR-NAPAN	65	JAU
1034	15	YAUR	65	JAU
1035	15	YAUR	65	JAU
1036	15	WANDAMEN	168	WAD
1037	15	BUTON	43	CIA
1038	15	YAUR	65	JAU
1039	15	WANDAMEN	168	WAD
1040	15	YAUR	65	JAU
1041	15	YAUR	65	JAU
1042	15	WANDAMEN	168	WAD
1043	15	WANDAMEN	168	WAD
1044	15	YAUR	65	JAU
1045	15	BAWEI	163	TUM
1046	16	WANDAMEN	168	WAD
1047	16	WAMESA	168	WAD
1048	16	EMANER	54	GOP
1049	16	MANDACAN	94	MDC
1050	16	EMANER	54	GOP
1051	16	EMANER	54	GOP
1052	16	WAMESA	168	WAD
1053	16	EMANER	54	GOP
1054	16	UMAR	54	GOP
1055	16	BUGIS (MAKASAR)	37	BUG
1056	16	EMANER	54	GOP
1057	16	EMANER	54	GOP
1059	16	SERUI	138	SEU
1060	16	WANDAMEN	168	WAD
1061	16	UMAR	54	GOP
1062	16	WAMESA	168	WAD
1063	16	WANDAMEN	168	WAD
1064	16	WANDAMEN	168	WAD
1065	16	GONI	54	GOP
1066	16	GONI	54	GOP
1067	16	WANDAMEN	168	WAD
1068	16	JAWA	66	JAV
1069	16	WANDAMEN	168	WAD
1070	16	EMANER	54	GOP
1071	16	WANDAMEN	168	WAD
1072	16	GONI	54	GOP
1073	16	EMANER	54	GOP
1074	16	EMANER	54	GOP
1075	16	WOI-SERUI	138	SEU
1076	21	WANDAMEN	168	WAD
1077	21	YAUR-NAPAN	65	JAU
1078	21	WANDAMEN	168	WAD
1079	21	WANDAMEN	168	WAD
1080	21	YAUR-NAPAN	65	JAU
1081	21	WANDAMEN	168	WAD
1082	21	YAUR	65	JAU
1083	21	WANDAMEN	168	WAD
1084	21	NAPAN	175	WRP
1085	21	YAUR	65	JAU
1086	21	NAPAN-YAUR	176	WRP-JAU
1087	21	YAUR	65	JAU
1088	21	YAUR	65	JAU
1089	21	BIAK	23	BHW
1090	21	YAUR	65	JAU
1091	21	WANDAMEN	168	WAD
1092	21	YAUR-NAPAN	65	JAU
1093	21	WANDAMEN	168	WAD
1094	22	WAMESA	168	WAD
1095	22	WAMESA	168	WAD
1096	22	WAMESA	168	WAD
1097	22	WONDAMA	168	WAD
1098	22	WAMESA	168	WAD
1099	22	DORERI	167	UNK
1100	22	WAMESA	168	WAD
1101	22	SERUI	138	SEU
1102	27	MEOSWAR	111	MVX
1103	27	MEOSWAR	111	MVX
1104	27	WAMESA	168	WAD
1105	27	MEOSWAR	111	MVX
1106	27	WAMESA	168	WAD
1107	27	WAMESA	168	WAD
1108	27	WAMESA	168	WAD
1109	27	WAMESA	168	WAD
1110	25	WAMESA	168	WAD
1111	25	IRAMIWI-WAMESA	168	WAD
1112	25	WAMESA	168	WAD
1113	25	NAPANYAUR	176	WRP-JAU
1114	25	BIAK	23	BHW
1115	25	ROSWAR	133	ROS
1116	25	WANDAMEN	168	WAD
1117	25	WAMESA/WANDAMEN	168	WAD
1118	25	BIAK	23	BHW
1119	25	MALUKU	92	MAL
1120	25	WANDAMEN	168	WAD
1121	25	BANJAR	31	BJN
1122	25	WORAN (RANSIKI)	103	MKW
1123	25	NAPANYAUR	176	WRP-JAU
1124	25	WAMESA	168	WAD
1125	25	NAPAN	175	WRP
1126	25	WAMESA	168	WAD
1127	31	SOUGHT	107	MNX
1128	31	ALITA	37	BUG
1129	31	SOUGHT	107	MNX
1130	31	SOU	107	MNX
1131	31	SOU	107	MNX
1132	31	SOUGHT	107	MNX
1133	31	SOUGHT	107	MNX
1134	31	WAMESA	168	WAD
1135	31	MANDACAN	94	MDC
1136	31	SOUGHT	107	MNX
1137	32	WAMESA	168	WAD
1138	32	WAMESA	168	WAD
1139	32	SOU	107	MNX
1140	32	WAMESA	168	WAD
1141	32	ROON	131	RNN
1142	32	WANDAMEN	168	WAD
1143	32	WAMESA	168	WAD
1144	32	WANDAMEN	168	WAD
1145	32	INANWATAN	152	SZP
1146	32	SOU	107	MNX
1147	32	WAMESA	168	WAD
1148	32	KAIMANA	68	KAI
1149	32	WAMESA	168	WAD
1150	32	SERUI	138	SEU
1151	34	WAMESA	168	WAD
1152	34	WANDAMEN	168	WAD
1153	34	WAMESA	168	WAD
1154	34	WANDAMEN	168	WAD
1155	34	WANDAMEN	168	WAD
1156	34	WONDAMA	168	WAD
1157	34	WAMESA	168	WAD
1158	34	WAMESA	168	WAD
1159	34	WONDAMA	168	WAD
1160	34	WAMESA	168	WAD
1161	34	WAMESA	168	WAD
1162	34	WAMESA	168	WAD
1163	34	DORERI	167	UNK
1164	34	BIAK	23	BHW
1165	34	BIAK	23	BHW
1166	34	WAMESA	168	WAD
1167	36	UMAR	54	GOP
1168	36	UMAR	54	GOP
1169	36	IRANDU	167	UNK
1170	36	YERENTUAR-UMAR	54	GOP
1171	36	UMAR	54	GOP
1172	36	UMAR	54	GOP
1173	36	BIAK	23	BHW
1174	36	BUTUN	43	CIA
1175	36	UMAR	54	GOP
1176	36	UMAR	54	GOP
1177	36	YERETUAR	54	GOP
1178	36	YERETUAR	54	GOP
1179	36	YERETUAR	54	GOP
1180	36	UMAR	54	GOP
1181	36	UMAR	54	GOP
1182	36	UMAR	54	GOP
1183	36	UMAR	54	GOP
1184	36	UMAR	54	GOP
1185	36	KIKEP	167	UNK
1186	36	UMAR	54	GOP
1187	36	YERETUAR	54	GOP
1188	36	UMAR	54	GOP
1189	36	ROON	131	RNN
1190	36	UMAR	54	GOP
1191	36	UMAR	54	GOP
1192	36	UMAR	54	GOP
1193	36	UMAR	54	GOP
1194	36	UMAR	54	GOP
1195	36	YERETUAR	54	GOP
1196	36	UMAR	54	GOP
1197	36	UMAR	54	GOP
1198	36	WANDAMEN	168	WAD
1199	36	UMAR	54	GOP
1200	37	WAMESA	168	WAD
1201	37	SOUGH	107	MNX
1202	37	MOOR	98	MHZ
1203	37	FAKFAK	48	FAK
1204	37	WONDAMA	168	WAD
1205	37	WAMESA	168	WAD
1206	37	WINDESI	168	WAD
1207	37	WANDAMEN	168	WAD
1208	37	WAMESA	168	WAD
1209	37	WAMESA	168	WAD
1210	37	WAMESA	168	WAD
1211	37	WAMESA	168	WAD
1212	37	SERUI	138	SEU
1213	37	BIAK	23	BHW
1214	37	WAMESA	168	WAD
1215	37	WINDESI	168	WAD
1216	37	TERNATE	156	TFT
1217	37	WAMESA	168	WAD
1218	37	WARAN-WAMESA	168	WAD
1219	37	WAMESA	168	WAD
1220	37	WAMESA-WONDAMA	168	WAD
1221	37	BUTON	43	CIA
1222	38	MUSIBABE	167	UNK
1223	38	WAMESA	168	WAD
1224	38	SERUI	138	SEU
1225	38	WANDAU	168	WAD
1226	38	YOMBER	165	TWD
1227	38	MIYOSWAR	111	MVX
1228	38	WAMESA	168	WAD
1229	38	WAMESA	168	WAD
1230	38	WAMESA	168	WAD
1231	38	WAMESA	168	WAD
1232	38	MEOSAWAR	111	MVX
1233	38	ROSWAR	133	ROS
1234	38	WAMESA	168	WAD
1235	38	WAMESA	168	WAD
1236	38	WAMESA	168	WAD
1237	38	YOMBER	165	TWD
1238	38	YOMBER	165	TWD
1239	38	ROON	131	RNN
1240	38	NOPSINI	167	UNK
1241	38	WONDAMA	168	WAD
1242	18	BIAK	23	BHW
1243	18	BIAK	23	BHW
1244	18	SERUI	138	SEU
1245	18	MANWOR BIAK NUMFOR	23	BHW
1246	18	NUMFOR	23	BHW
1247	18	BIAK NUMFOR	23	BHW
1248	18	BIAK	23	BHW
1249	18	BIAK SUPIORI	23	BHW
1250	18	MANWOR BIAK NUMFOR	23	BHW
1251	18	MANWOR BIAK NUMFOR	23	BHW
1252	23	BIAK	23	BHW
1253	23	BIAK	23	BHW
1254	23	BIAK	23	BHW
1255	23	BIAK	23	BHW
1256	23	BIAK	23	BHW
1257	23	BIAK	23	BHW
1258	23	BIAK SANSUNDI	23	BHW
1259	23	BIAK SOWEK	23	BHW
1260	23	BIAK MANWOR	23	BHW
1261	23	NUMFOR	23	BHW
1262	23	BIAK NUMFOR	23	BHW
1263	23	BIAK SOWEK	23	BHW
1264	23	BIAK WARSA	23	BHW
1265	23	BIAK	23	BHW
1266	23	BIAK MANWOR	23	BHW
1267	23	BIAK MANWOR	23	BHW
1268	23	BIAK	23	BHW
1269	23	BIAK	23	BHW
1270	23	BIAK SOWEK	23	BHW
1271	23	BIAK	23	BHW
1272	23	BIAK	23	BHW
1273	23	BIAK	23	BHW
1274	23	BIAK MANWOR	23	BHW
1275	23	BIAK NUMFOR	23	BHW
1276	23	BIAK	23	BHW
1277	23	BIAK MANWOR	23	BHW
1278	23	BIAK NUMFOR	23	BHW
1279	24	NUMFOR (BIAK)	23	BHW
1280	24	YAPEN	182	YAP
1281	24	NUMFOR (BIAK)	23	BHW
1282	24	NUMFOR (BIAK)	23	BHW
1283	24	NUMFOR (BIAK)	23	BHW
1284	24	MANWOR (BIAK)	23	BHW
1285	24	NUMFOR (BIAK)	23	BHW
1286	24	NUMFOR (BIAK)	23	BHW
1287	24	BIAK	23	BHW
1288	24	BIAK	23	BHW
1289	26	BIAK SAMBER	23	BHW
1290	26	BIAK SAMBER	23	BHW
1291	26	BIAK SAMBER	23	BHW
1292	26	BIAK NUMFOR	23	BHW
1293	26	BIAK	23	BHW
1294	26	BIAK	23	BHW
1296	26	BIAK	23	BHW
1297	26	BIAK	23	BHW
1298	26	BIAK	23	BHW
1299	26	BIAK	23	BHW
1300	26	BIAK	23	BHW
1301	26	BIAK	23	BHW
1302	26	BIAK	23	BHW
1303	26	BIAK	23	BHW
1304	26	SAMBER (BIAK)	23	BHW
1305	26	SAMBER (BIAK)	23	BHW
1306	26	SAMBER (BIAK)	23	BHW
1307	26	SAMBER (BIAK)	23	BHW
1308	26	SAMBER (BIAK)	23	BHW
1309	28	BIAK	23	BHW
1310	28	BIAK	23	BHW
1311	28	BIAK	23	BHW
1312	28	BIAK	23	BHW
1313	28	BIAK	23	BHW
1314	28	BIAK	23	BHW
1315	28	BIAK SOPEN	23	BHW
1316	28	SOPEN (BIAK)	24	BHW-BUG
1317	28	SAMBER (BIAK)	23	BHW
1318	28	SANGER	21	BHP
1319	28	SAMBER (BIAK)	23	BHW
1320	28	BIAK NOMFOR	23	BHW
1322	28	BIAK SEMBER	23	BHW
1323	28	BIAK	23	BHW
1324	29	BIAK	23	BHW
1325	29	BIAK	23	BHW
1326	29	BIAK	23	BHW
1327	29	MANWOR BIAK-NUMFOR	23	BHW
1328	29	MANWOR BIAK-NUMFOR	23	BHW
1329	29	BIAK	23	BHW
1330	29	BIAK	23	BHW
1331	29	BIAK	23	BHW
1332	33	BIAK	23	BHW
1333	33	BIAK	23	BHW
1334	33	BIAK	23	BHW
1335	33	BIAK	23	BHW
1336	33	BIAK	23	BHW
1337	33	SAMBER BIAK	23	BHW
1338	33	SAMBER BIAK	23	BHW
1339	33	SAMBER BIAK	23	BHW
1340	33	BIAK NUMFOR	23	BHW
1341	33	BIAK SEMBER	23	BHW
1342	33	BIAK MANUOR	23	BHW
1343	33	BIAK NUMFOR	23	BHW
1344	33	BIAK NUMFOR	23	BHW
1345	33	BIAK SEMBER	23	BHW
1346	33	BIAK NUMFOR	23	BHW
1348	35	BIAK (SOPEN)	23	BHW
1349	35	BIAK (SAMBER)	23	BHW
1350	35	BIAK SEMBER	23	BHW
1351	35	BIAK	23	BHW
1352	35	BIAK	23	BHW
1353	35	BIAK MANSWAR	23	BHW
1354	35	BIAK SEMBER	23	BHW
1355	35	BIAK NUMFOR	23	BHW
1356	35	BIAK	23	BHW
1357	35	BIAK	23	BHW
1358	35	BIAK SEMBER	23	BHW
1359	35	BIAK SEMBER	23	BHW
1360	17	SERUI	138	SEU
1361	17	NAPAN (MASIPAWA)	175	WRP
1362	17	ARITA (NAPAN)	12	ARI
1363	17	JAYAPURA	162	TTI
1364	17	NAPAN	175	WRP
1365	17	JAYAPURA	162	TTI
1366	17	MOOR (NAPAN)	100	MHZ-WRP
1367	17	AMBON	1	ABS
1368	17	ARITA (NAPAN)	12	ARI
1369	17	ARITA (NAPAN)	12	ARI
1370	17	WAROPEN	175	WRP
1371	17	JAYAPURA	162	TTI
1372	17	AMBON	1	ABS
1373	17	ARITA (NAPAN)	12	ARI
1374	17	MASUPAWA	117	NAB
1375	17	WAROPEN	175	WRP
1376	17	DORERI	167	UNK
1377	17	MOOLE	98	MHZ
1378	17	SANGER	21	BHP
1379	17	ARITA (NAPAN)	12	ARI
1380	17	MINAHASA	147	SUL
1381	17	ARITA (NAPAN)	12	ARI
1382	17	ARITA (NAPAN)	12	ARI
1383	17	ARITA (NAPAN)	12	ARI
1384	17	MAKASSAR	91	MAK
1385	20	ARITA	12	ARI
1386	20	ARITA	12	ARI
1387	20	BIAK	23	BHW
1388	20	BIAK	23	BHW
1389	20	WANDAMEN	168	WAD
1390	20	ARITA	12	ARI
1391	20	NAPAN	175	WRP
1392	20	ARITA	12	ARI
1393	20	ARITA	12	ARI
1394	20	WAROPEN	175	WRP
1395	20	ARITA	12	ARI
1396	20	ARITA	12	ARI
1397	20	MOOSAN	112	MXN
1398	20	MOOR	98	MHZ
1399	20	MOOR	98	MHZ
1400	20	MOOR	98	MHZ
1401	20	WOA	167	UNK
1402	20	WAROPEN	175	WRP
1403	20	ARITA	12	ARI
1404	20	ARITA	12	ARI
1405	20	NAPAN	175	WRP
1406	20	MOOR - ARUI	99	MHZ-SEU
1407	20	ARITA	12	ARI
1408	20	ARITA	12	ARI
1409	20	MAMBOR	110	MVD
1410	20	ARITA	12	ARI
1411	20	WENAMEN	167	UNK
1412	20	NAPAN	175	WRP
1413	20	ARITA	12	ARI
1414	20	WAROPEN	175	WRP
1415	20	WEINAMI-NAPAN	170	WEI-WRP
1416	20	WOAK	167	UNK
1417	20	ARITA	12	ARI
1418	20	ARITA	12	ARI
1419	20	ARITA	12	ARI
1420	20	ARITA	12	ARI
1421	20	MANADO	179	XMM
1422	20	ARITA	12	ARI
1423	20	ARITA	12	ARI
1424	30	WAINAMI	117	NAB
1425	30	NAPAN	175	WRP
1426	30	WAINAMI	117	NAB
1427	30	NAPAN	175	WRP
1428	30	NAPAN	175	WRP
1429	30	WENAMEN	167	UNK
1430	30	NAPAN	175	WRP
1431	30	WAINAMI	117	NAB
1432	30	SERUI	138	SEU
1433	30	WAINAMI	117	NAB
1434	30	NAPAN	175	WRP
1435	30	NAPAN	175	WRP
1436	30	WAINAMI	117	NAB
1437	30	SERUI	138	SEU
1438	30	WAINAMI	117	NAB
1439	30	NAPAN	175	WRP
1440	30	WAINAMI	117	NAB
1441	30	NAPAN	175	WRP
1442	30	WEINAMI	169	WEI
1443	30	KEY	70	KEI
1444	30	NAPAN	175	WRP
1445	30	BIAK WADIBU	23	BHW
1446	30	TEMINABUAN	80	KPS
1447	30	NAPAN	175	WRP
1448	30	WEINAMI-NAPAN	170	WEI-WRP
1449	30	SANGER	21	BHP
1450	30	WEINAMI-NAPAN	170	WEI-WRP
1451	30	ERARI-NAPAN	167	UNK
1452	30	SENTANI	137	SET
1453	30	SERUI-ANSUS	10	AND-SEU
1454	30	WEINAMI	169	WEI
1455	30	WEINAMI-NAPAN	170	WEI-WRP
1456	30	MANADO	179	XMM
1457	30	WEINAMI	169	WEI
1458	30	WEINAMI-NAPAN	170	WEI-WRP
1459	30	WOA	167	UNK
1460	30	WEINAMI-NAPAN	170	WEI-WRP
1461	30	MARIMI	167	UNK
1462	30	SERUI-ANSUS	10	AND-SEU
1463	30	NAPAN	175	WRP
1464	30	SAYORI II-NAPAN	108	MNX -WRP
1465	30	SANGER	21	BHP
1466	30	WEINANI-NAPAN	170	WEI-WRP
1467	30	WANDAMEN	168	WAD
1468	30	WEINAMI	169	WEI
1469	30	WEINAMI	169	WEI
1470	30	WEINAMI	169	WEI
1471	30	NAPAN	175	WRP
1472	79	BIAK	23	BHW
1473	79	BIAK	23	BHW
1474	79	BIAK RAJA AMPAT	23	BHW
1475	79	BIAK	23	BHW
1476	79	BIAK RAJA AMPAT	23	BHW
1477	79	BIAK	23	BHW
1478	79	BIAK	23	BHW
1479	79	BIAK	23	BHW
1480	79	BIAK	23	BHW
1481	79	BIAK BESER	23	BHW
1482	79	MOI	112	MXN
1483	79	BIAK BESER	23	BHW
1484	79	WAROPEN SAPORKREN	175	WRP
1485	79	BIAK	23	BHW
1486	79	BIAK	23	BHW
1487	79	BIAK RAJA AMPAT	23	BHW
1488	79	BIAK RAJA AMPAT	23	BHW
1489	79	BIAK	23	BHW
1490	79	SERUI	138	SEU
1491	73	BUGIS	37	BUG
1492	73	SERAM	52	GES
1493	73	BUGIS	37	BUG
1494	73	BOTON	43	CIA
1495	73	JAWA	66	JAV
1496	73	BUTON	43	CIA
1497	73	BUGIS	37	BUG
1498	73	BUGIS	37	BUG
1499	73	BONE/MAKASAR	150	SWU
1500	73	BAJOH	17	BDL
1501	73	BAJO (BAU-BAU)	17	BDL
1502	73	PALOPO SULSEL	147	SUL
1503	73	BUGIS	37	BUG
1504	73	MAKASAR	91	MAK
1505	73	MOI	112	MXN
1506	86	MAIRASI	184	ZRS
1507	73	MAKASAR	91	MAK
1508	86	MAYRASI	184	ZRS
1509	86	KAMBARAU/MAYRASI	63	IRX-ZRS
1510	86	MAYRASI	184	ZRS
1511	70	BIAK BESER	23	BHW
1512	70	BIAK BESER	23	BHW
1513	70	BIAK	23	BHW
1514	79	BIAK	23	BHW
1515	79	BIAK SAPORKREN	23	BHW
1516	86	MAIRASI	184	ZRS
1517	86	MERAUKE(MUYU)	125	NXR
1518	86	MAIRASI	184	ZRS
1519	86	MAIRASI	184	ZRS
1520	86	MOI (TELUT ETNA)	112	MXN
1521	86	MAYRASI	184	ZRS
1522	86	MAYRASI	184	ZRS
1523	86	MAYRASI	184	ZRS
1524	86	MAYRASI	184	ZRS
1525	93	MIREE	106	MNU
1526	93	KAMORO	73	KGQ
1527	93	KAMAUR	75	KGX
1528	93	ARGUNI	6	AGF
1529	93	MIERE	106	MNU
1530	93	KAMORO	73	KGQ
1531	93	NARITI	118	NAP
1532	93	ABURAM/KAMBRAU	62	IRX
1533	93	BUTON	43	CIA
1534	93	NAPITI	118	NAP
1535	93	KAMORO	73	KGQ
1536	93	KEY	70	KEI
1537	93	MANEKAMORE	167	UNK
